编码,日期,促销比率
1521,20150221,0.000
1521,20150222,0.000
1521,20150223,0.000
1521,20150224,0.000
1521,20150225,0.000
1521,20150226,0.000
1521,20150227,0.000
1521,20150228,0.000
1521,20150301,0.000
1521,20150302,0.000
1521,20150303,0.000
1521,20150304,0.000
1521,20150305,0.000
1521,20150306,0.000
1521,20150307,0.000
1521,20150308,0.000
1521,20150309,0.000
1521,20150310,0.000
1521,20150311,0.000
1521,20150312,0.000
1521,20150313,0.000
1521,20150314,0.000
1521,20150315,0.000
1521,20150316,0.000
1521,20150317,0.000
1521,20150318,0.000
1521,20150319,0.000
1521,20150320,0.000
1521,20150321,0.000
1521,20150322,0.500
1521,20150323,0.000
1521,20150324,0.000
1521,20150325,0.000
1521,20150326,0.000
1521,20150327,0.000
1521,20150328,0.000
1521,20150329,0.000
1521,20150330,0.000
1521,20150331,0
1521,20150401,0.000
1521,20150402,0.000
1521,20150403,0.000
1521,20150404,0.000
1521,20150405,0.000
1521,20150406,0.000
1521,20150407,0.000
1521,20150408,0.000
1521,20150409,0
1521,20150410,0.000
1521,20150411,0.000
1521,20150412,0.000
1521,20150413,0.000
1521,20150414,0.000
1521,20150415,0.000
1521,20150416,0
1521,20150417,0.000
1521,20150418,0.000
1521,20150419,0.000
1521,20150420,0.000
1521,20150421,0.000
1521,20150422,0.000
1521,20150423,0.000
1521,20150424,0.000
1521,20150425,0.000
1521,20150426,0.000
1521,20150427,0.000
1521,20150428,0.000
1521,20150429,0.000
1521,20150430,0.000
2001,20150101,0.000
2001,20150102,0.000
2001,20150103,0
2001,20150104,0.000
2001,20150105,0
2001,20150106,0.000
2001,20150107,0
2001,20150108,0.000
2001,20150109,0.000
2001,20150110,0.000
2001,20150111,0.000
2001,20150112,0.000
2001,20150113,0.000
2001,20150114,0
2001,20150115,0.000
2001,20150116,0
2001,20150117,0.000
2001,20150118,0.000
2001,20150119,0
2001,20150120,0.000
2001,20150121,0.000
2001,20150122,0.000
2001,20150123,0.000
2001,20150124,0.000
2001,20150125,0.000
2001,20150126,0
2001,20150127,0.000
2001,20150128,0.000
2001,20150129,0.000
2001,20150130,0.000
2001,20150131,0.000
2001,20150201,0.000
2001,20150202,0.000
2001,20150203,0
2001,20150204,0
2001,20150205,0.000
2001,20150206,0.000
2001,20150207,0.000
2001,20150208,0.000
2001,20150209,0.000
2001,20150210,0
2001,20150211,0.000
2001,20150212,0
2001,20150213,0.000
2001,20150214,0
2001,20150215,0.000
2001,20150216,0.000
2001,20150217,0
2001,20150218,0
2001,20150219,0
2001,20150220,0
2001,20150221,0.000
2001,20150222,0
2001,20150223,0.000
2001,20150224,0.000
2001,20150225,0.000
2001,20150226,0
2001,20150227,0.000
2001,20150228,0.000
2001,20150301,0
2001,20150302,0
2001,20150303,0.000
2001,20150304,0.500
2001,20150305,0.000
2001,20150306,0.000
2001,20150307,0
2001,20150308,0.000
2001,20150309,0.000
2001,20150310,0
2001,20150311,0.333
2001,20150312,0.000
2001,20150313,0.500
2001,20150314,0.000
2001,20150315,0.500
2001,20150316,0
2001,20150317,0.000
2001,20150318,0.500
2001,20150319,0.000
2001,20150320,0
2001,20150321,0.000
2001,20150322,0.000
2001,20150323,0.000
2001,20150324,0.000
2001,20150325,0.000
2001,20150326,0.000
2001,20150327,0.000
2001,20150328,0.000
2001,20150329,0
2001,20150330,0.000
2001,20150331,0
2001,20150401,0.000
2001,20150402,0
2001,20150403,0.000
2001,20150404,0.000
2001,20150405,0
2001,20150406,0.000
2001,20150407,0.000
2001,20150408,0.000
2001,20150409,0
2001,20150410,0
2001,20150411,0
2001,20150412,0.000
2001,20150413,0.000
2001,20150414,0.000
2001,20150415,0.000
2001,20150416,0
2001,20150417,0.000
2001,20150418,0
2001,20150419,0
2001,20150420,0
2001,20150421,0.000
2001,20150422,0.000
2001,20150423,0
2001,20150424,0
2001,20150425,0.000
2001,20150426,0.000
2001,20150427,0.000
2001,20150428,0
2001,20150429,0.000
2001,20150430,0.000
2002,20150101,0.500
2002,20150102,0.333
2002,20150103,0.000
2002,20150104,0.000
2002,20150105,0.500
2002,20150106,0.667
2002,20150107,0.250
2002,20150108,1.000
2002,20150109,0.333
2002,20150110,0.000
2002,20150111,0.000
2002,20150112,0.000
2002,20150113,0.000
2002,20150114,0.000
2002,20150115,0.000
2002,20150116,0.000
2002,20150117,0.000
2002,20150118,0
2002,20150119,0.000
2002,20150120,0
2002,20150121,0.000
2002,20150122,0.000
2002,20150123,0.333
2002,20150124,0.000
2002,20150125,0.250
2002,20150126,0.000
2002,20150127,0.000
2002,20150128,0.000
2002,20150129,0.000
2002,20150130,0.000
2002,20150131,0.000
2002,20150201,0.000
2002,20150202,0.000
2002,20150203,0.000
2002,20150204,0
2002,20150205,0.000
2002,20150206,0.000
2002,20150207,0
2002,20150208,0.000
2002,20150209,0.500
2002,20150210,0.000
2002,20150211,0
2002,20150212,0.000
2002,20150213,0.000
2002,20150214,0
2002,20150215,1.000
2002,20150216,0.667
2002,20150217,0.000
2002,20150218,0.667
2002,20150219,0
2002,20150220,0
2002,20150221,0
2002,20150222,0.000
2002,20150223,0.500
2002,20150224,0.000
2002,20150225,0
2002,20150226,0.000
2002,20150227,0.000
2002,20150228,0.000
2002,20150301,0.000
2002,20150302,0.000
2002,20150303,0.000
2002,20150304,0.000
2002,20150305,0.000
2002,20150306,0.000
2002,20150307,0
2002,20150308,0.000
2002,20150309,0.000
2002,20150310,0.000
2002,20150311,0
2002,20150312,0.000
2002,20150313,0.500
2002,20150314,0.000
2002,20150315,0.000
2002,20150316,0.000
2002,20150317,0.000
2002,20150318,0.500
2002,20150319,0.250
2002,20150320,1.000
2002,20150321,1.000
2002,20150322,0.500
2002,20150323,0
2002,20150324,1.000
2002,20150325,0.000
2002,20150326,0.500
2002,20150327,1.000
2002,20150328,0.000
2002,20150329,0
2002,20150330,0.500
2002,20150331,0
2002,20150401,0.000
2002,20150402,0
2002,20150403,0.000
2002,20150404,0.000
2002,20150405,0.000
2002,20150406,0.667
2002,20150407,0.667
2002,20150408,0.500
2002,20150409,0
2002,20150410,0.500
2002,20150411,0.500
2002,20150412,1.000
2002,20150413,0.333
2002,20150414,0.500
2002,20150415,1.000
2002,20150416,0
2002,20150417,0.000
2002,20150418,0.500
2002,20150419,0.500
2002,20150420,0
2002,20150421,0.000
2002,20150422,0.000
2002,20150423,0
2002,20150424,0
2002,20150425,0
2002,20150426,0.000
2002,20150427,0
2002,20150428,0.500
2002,20150429,0
2002,20150430,0.000
2003,20150101,0
2003,20150102,0.500
2003,20150103,0
2003,20150104,0.000
2003,20150105,0
2003,20150106,1.000
2003,20150107,0
2003,20150108,0.000
2003,20150109,0
2003,20150110,0.500
2003,20150111,0.000
2003,20150112,0.000
2003,20150113,0
2003,20150114,0
2003,20150115,0.000
2003,20150116,0
2003,20150117,0.000
2003,20150118,0.000
2003,20150119,0.000
2003,20150120,0.000
2003,20150121,0.000
2003,20150122,0
2003,20150123,0.000
2003,20150124,0.000
2003,20150125,0.000
2003,20150126,0.000
2003,20150127,0.000
2003,20150128,0
2003,20150129,0.000
2003,20150130,0.000
2003,20150131,0.000
2003,20150201,0
2003,20150202,0.000
2003,20150203,0
2003,20150204,0
2003,20150205,0
2003,20150206,0
2003,20150207,0.000
2003,20150208,0.000
2003,20150209,0.500
2003,20150210,1.000
2003,20150211,0
2003,20150212,0.000
2003,20150213,0
2003,20150214,0
2003,20150215,0.250
2003,20150216,0.333
2003,20150217,0.333
2003,20150218,0.000
2003,20150219,0
2003,20150220,0
2003,20150221,0.000
2003,20150222,0
2003,20150223,0.000
2003,20150224,0.000
2003,20150225,0.000
2003,20150226,0
2003,20150227,0
2003,20150228,0
2003,20150301,0.000
2003,20150302,0.000
2003,20150303,0
2003,20150304,0.000
2003,20150305,0
2003,20150306,0
2003,20150307,0
2003,20150308,0.000
2003,20150309,0
2003,20150310,0
2003,20150311,0.000
2003,20150312,0
2003,20150313,0
2003,20150314,0.000
2003,20150315,0
2003,20150316,0.000
2003,20150317,0
2003,20150318,0
2003,20150319,0
2003,20150320,0
2003,20150321,0.000
2003,20150322,0.000
2003,20150323,0
2003,20150324,0.000
2003,20150325,0
2003,20150326,0.000
2003,20150327,0
2003,20150328,0
2003,20150329,0.000
2003,20150330,0
2003,20150331,0
2003,20150401,0
2003,20150402,0
2003,20150403,0
2003,20150404,0
2003,20150405,0.000
2003,20150406,0
2003,20150407,0.000
2003,20150408,0
2003,20150409,0
2003,20150410,0.000
2003,20150411,0
2003,20150412,0
2003,20150413,0
2003,20150414,0
2003,20150415,0.667
2003,20150416,0
2003,20150417,0
2003,20150418,1.000
2003,20150419,0.000
2003,20150420,0
2003,20150421,0.000
2003,20150422,0.000
2003,20150423,0
2003,20150424,0
2003,20150425,0
2003,20150426,1.000
2003,20150427,0
2003,20150428,0
2003,20150429,0.000
2003,20150430,0.000
2004,20150101,0
2004,20150102,0
2004,20150103,0
2004,20150104,0
2004,20150105,0
2004,20150106,0
2004,20150107,0
2004,20150108,0
2004,20150109,0
2004,20150110,0
2004,20150111,0
2004,20150112,0
2004,20150113,0
2004,20150114,0
2004,20150115,0
2004,20150116,0
2004,20150117,0
2004,20150118,0
2004,20150119,0
2004,20150120,0
2004,20150121,0
2004,20150122,0
2004,20150123,0
2004,20150124,0
2004,20150125,0
2004,20150126,0
2004,20150127,0
2004,20150128,0
2004,20150129,0
2004,20150130,0
2004,20150131,0
2004,20150201,0
2004,20150202,0
2004,20150203,0
2004,20150204,0
2004,20150205,0
2004,20150206,0
2004,20150207,0
2004,20150208,0
2004,20150209,0
2004,20150210,0
2004,20150211,0
2004,20150212,0
2004,20150213,0
2004,20150214,0
2004,20150215,0
2004,20150216,0
2004,20150217,0
2004,20150218,0
2004,20150219,0
2004,20150220,0
2004,20150221,0
2004,20150222,0
2004,20150223,0
2004,20150224,0
2004,20150225,0
2004,20150226,0
2004,20150227,0
2004,20150228,0
2004,20150301,0
2004,20150302,0
2004,20150303,0
2004,20150304,0
2004,20150305,0
2004,20150306,0
2004,20150307,0
2004,20150308,0
2004,20150309,0
2004,20150310,0
2004,20150311,0
2004,20150312,0
2004,20150313,0
2004,20150314,0
2004,20150315,0
2004,20150316,0.000
2004,20150317,0
2004,20150318,0
2004,20150319,0
2004,20150320,0
2004,20150321,0
2004,20150322,0
2004,20150323,0
2004,20150324,0
2004,20150325,0
2004,20150326,0
2004,20150327,0
2004,20150328,0
2004,20150329,0
2004,20150330,0
2004,20150331,0
2004,20150401,0
2004,20150402,0
2004,20150403,0
2004,20150404,0
2004,20150405,0.000
2004,20150406,0
2004,20150407,0
2004,20150408,0
2004,20150409,0
2004,20150410,0
2004,20150411,0
2004,20150412,0
2004,20150413,0
2004,20150414,0
2004,20150415,0
2004,20150416,0
2004,20150417,0
2004,20150418,0
2004,20150419,0
2004,20150420,0
2004,20150421,0
2004,20150422,0
2004,20150423,0
2004,20150424,0
2004,20150425,0
2004,20150426,0.000
2004,20150427,0
2004,20150428,0
2004,20150429,0
2004,20150430,0
2005,20150101,1.000
2005,20150102,0.000
2005,20150103,0.333
2005,20150104,0.000
2005,20150105,0.000
2005,20150106,0.000
2005,20150107,0.000
2005,20150108,0.000
2005,20150109,0.000
2005,20150110,0
2005,20150111,0.000
2005,20150112,0.000
2005,20150113,0.000
2005,20150114,0.000
2005,20150115,0.000
2005,20150116,0.000
2005,20150117,0.000
2005,20150118,0.250
2005,20150119,0.250
2005,20150120,0.000
2005,20150121,0.000
2005,20150122,0.500
2005,20150123,0.667
2005,20150124,0.333
2005,20150125,0.333
2005,20150126,0.500
2005,20150127,0.000
2005,20150128,0.250
2005,20150129,0
2005,20150130,0.000
2005,20150131,0.250
2005,20150201,0.000
2005,20150202,0.000
2005,20150203,0.000
2005,20150204,0
2005,20150205,0.000
2005,20150206,0.000
2005,20150207,0.500
2005,20150208,0.000
2005,20150209,0.000
2005,20150210,0.500
2005,20150211,0.000
2005,20150212,0
2005,20150213,0.667
2005,20150214,0
2005,20150215,0.000
2005,20150216,0.333
2005,20150217,0.000
2005,20150218,0.000
2005,20150219,0
2005,20150220,0.000
2005,20150221,0.250
2005,20150222,0.000
2005,20150223,0.333
2005,20150224,0.200
2005,20150225,0.000
2005,20150226,0.500
2005,20150227,0.333
2005,20150228,0.000
2005,20150301,0
2005,20150302,0.000
2005,20150303,0.000
2005,20150304,0.000
2005,20150305,0.667
2005,20150306,0.000
2005,20150307,0.000
2005,20150308,0
2005,20150309,0.000
2005,20150310,0.333
2005,20150311,1.000
2005,20150312,0.000
2005,20150313,0
2005,20150314,0.000
2005,20150315,0.500
2005,20150316,0.333
2005,20150317,0.250
2005,20150318,0.333
2005,20150319,0.500
2005,20150320,0.000
2005,20150321,0.000
2005,20150322,0.000
2005,20150323,0.000
2005,20150324,0.000
2005,20150325,0.000
2005,20150326,0.000
2005,20150327,0.000
2005,20150328,0.000
2005,20150329,0.000
2005,20150330,0.500
2005,20150331,0
2005,20150401,0.250
2005,20150402,0.500
2005,20150403,0.500
2005,20150404,0.000
2005,20150405,0.667
2005,20150406,0.000
2005,20150407,0.000
2005,20150408,1.000
2005,20150409,0
2005,20150410,0
2005,20150411,0.500
2005,20150412,0.000
2005,20150413,0.000
2005,20150414,0.000
2005,20150415,0.000
2005,20150416,0
2005,20150417,0.500
2005,20150418,0
2005,20150419,0.333
2005,20150420,0.000
2005,20150421,0.000
2005,20150422,0.000
2005,20150423,0.000
2005,20150424,0.000
2005,20150425,0.000
2005,20150426,0.333
2005,20150427,0.000
2005,20150428,0.500
2005,20150429,0.333
2005,20150430,0.000
2006,20150101,0.000
2006,20150102,0.000
2006,20150103,0.667
2006,20150104,0.000
2006,20150105,0.286
2006,20150106,0.200
2006,20150107,0.375
2006,20150108,0.333
2006,20150109,0.250
2006,20150110,0.000
2006,20150111,0.000
2006,20150112,0.167
2006,20150113,0.167
2006,20150114,0.429
2006,20150115,0.200
2006,20150116,0.400
2006,20150117,0.600
2006,20150118,0.000
2006,20150119,0.000
2006,20150120,0.143
2006,20150121,0.286
2006,20150122,0.400
2006,20150123,0.000
2006,20150124,0.000
2006,20150125,0.000
2006,20150126,0.250
2006,20150127,0.000
2006,20150128,0.500
2006,20150129,0.200
2006,20150130,0.333
2006,20150131,0.000
2006,20150201,0.286
2006,20150202,0.400
2006,20150203,0.000
2006,20150204,0
2006,20150205,0.250
2006,20150206,0.000
2006,20150207,0.000
2006,20150208,0.400
2006,20150209,0.200
2006,20150210,0.400
2006,20150211,0.500
2006,20150212,0.500
2006,20150213,0.167
2006,20150214,0
2006,20150215,0.333
2006,20150216,0.250
2006,20150217,0.200
2006,20150218,0.000
2006,20150219,0
2006,20150220,0.000
2006,20150221,0.000
2006,20150222,0
2006,20150223,0.000
2006,20150224,0.000
2006,20150225,0.000
2006,20150226,0.200
2006,20150227,0.500
2006,20150228,0.000
2006,20150301,0.000
2006,20150302,0.000
2006,20150303,0.250
2006,20150304,0.000
2006,20150305,0.250
2006,20150306,0.400
2006,20150307,0.500
2006,20150308,1.000
2006,20150309,0.200
2006,20150310,0.000
2006,20150311,0.400
2006,20150312,0.000
2006,20150313,0.000
2006,20150314,0.000
2006,20150315,0.500
2006,20150316,0.000
2006,20150317,0.250
2006,20150318,0.000
2006,20150319,0.250
2006,20150320,0.500
2006,20150321,0.000
2006,20150322,0.000
2006,20150323,0.000
2006,20150324,0.000
2006,20150325,0.167
2006,20150326,0
2006,20150327,0.333
2006,20150328,0.000
2006,20150329,0
2006,20150330,0.167
2006,20150331,0
2006,20150401,0.000
2006,20150402,0.333
2006,20150403,0.000
2006,20150404,0.000
2006,20150405,0.000
2006,20150406,0.000
2006,20150407,0.500
2006,20150408,0.667
2006,20150409,0
2006,20150410,0.200
2006,20150411,0.000
2006,20150412,0.000
2006,20150413,0.000
2006,20150414,0.000
2006,20150415,0.000
2006,20150416,0
2006,20150417,0.000
2006,20150418,0.333
2006,20150419,0.000
2006,20150420,0.000
2006,20150421,0.000
2006,20150422,0.000
2006,20150423,0.000
2006,20150424,0.250
2006,20150425,0.000
2006,20150426,0.000
2006,20150427,0.200
2006,20150428,0.400
2006,20150429,0.400
2006,20150430,0.500
2007,20150101,0.500
2007,20150102,0.250
2007,20150103,0.000
2007,20150104,0.500
2007,20150105,0.167
2007,20150106,0.000
2007,20150107,0.143
2007,20150108,0.200
2007,20150109,0.000
2007,20150110,0.500
2007,20150111,0.000
2007,20150112,0
2007,20150113,0.200
2007,20150114,0.000
2007,20150115,0.000
2007,20150116,0.000
2007,20150117,0.167
2007,20150118,0.000
2007,20150119,0.400
2007,20150120,0.200
2007,20150121,0.750
2007,20150122,0.333
2007,20150123,0.333
2007,20150124,0.000
2007,20150125,0.500
2007,20150126,0.167
2007,20150127,0.000
2007,20150128,0.000
2007,20150129,0.333
2007,20150130,0.250
2007,20150131,0.200
2007,20150201,0.167
2007,20150202,0.333
2007,20150203,0.000
2007,20150204,0
2007,20150205,0.000
2007,20150206,0.500
2007,20150207,0.333
2007,20150208,0.000
2007,20150209,0.500
2007,20150210,0.000
2007,20150211,0.000
2007,20150212,0.400
2007,20150213,0.000
2007,20150214,0
2007,20150215,0.333
2007,20150216,0.250
2007,20150217,0.600
2007,20150218,0.500
2007,20150219,0.000
2007,20150220,0
2007,20150221,1.000
2007,20150222,0.000
2007,20150223,0
2007,20150224,0.500
2007,20150225,0.000
2007,20150226,1.000
2007,20150227,1.000
2007,20150228,0.500
2007,20150301,0.000
2007,20150302,0.000
2007,20150303,1.000
2007,20150304,0.000
2007,20150305,0.000
2007,20150306,1.000
2007,20150307,0
2007,20150308,0
2007,20150309,0.000
2007,20150310,0.000
2007,20150311,0.000
2007,20150312,0.000
2007,20150313,0.000
2007,20150314,0.000
2007,20150315,0.000
2007,20150316,0.000
2007,20150317,0.000
2007,20150318,0.000
2007,20150319,0.000
2007,20150320,0.000
2007,20150321,0.000
2007,20150322,0.000
2007,20150323,0.000
2007,20150324,0.000
2007,20150325,0.000
2007,20150326,0.000
2007,20150327,0.000
2007,20150328,0.000
2007,20150329,0
2007,20150330,0.000
2007,20150331,0
2007,20150401,0.000
2007,20150402,0.000
2007,20150403,0
2007,20150404,0.333
2007,20150405,0.250
2007,20150406,0.000
2007,20150407,0.000
2007,20150408,1.000
2007,20150409,0
2007,20150410,0.000
2007,20150411,0.000
2007,20150412,0.000
2007,20150413,0.000
2007,20150414,0.500
2007,20150415,0.000
2007,20150416,0
2007,20150417,0.000
2007,20150418,0.750
2007,20150419,0
2007,20150420,0.000
2007,20150421,0.667
2007,20150422,1.000
2007,20150423,0.000
2007,20150424,0
2007,20150425,0.000
2007,20150426,0
2007,20150427,0
2007,20150428,0.000
2007,20150429,0
2007,20150430,1.000
2008,20150101,0.000
2008,20150102,0.000
2008,20150103,0.000
2008,20150104,0.000
2008,20150105,0.000
2008,20150106,0.000
2008,20150107,0.000
2008,20150108,0.000
2008,20150109,0.000
2008,20150110,0.000
2008,20150111,0.000
2008,20150112,0.000
2008,20150113,0.000
2008,20150114,0.000
2008,20150115,0.000
2008,20150116,0.000
2008,20150117,0.000
2008,20150118,0.000
2008,20150119,0.167
2008,20150120,0.000
2008,20150121,0.333
2008,20150122,0.250
2008,20150123,0
2008,20150124,0.333
2008,20150125,0.000
2008,20150126,0.000
2008,20150127,0.333
2008,20150128,0.143
2008,20150129,0.143
2008,20150130,0.250
2008,20150131,0.000
2008,20150201,0.000
2008,20150202,0.000
2008,20150203,0.250
2008,20150204,0
2008,20150205,0.000
2008,20150206,0.200
2008,20150207,0.000
2008,20150208,0.000
2008,20150209,0.000
2008,20150210,0.000
2008,20150211,0.000
2008,20150212,0.000
2008,20150213,0.000
2008,20150214,0
2008,20150215,0.000
2008,20150216,0.000
2008,20150217,0.143
2008,20150218,0.000
2008,20150219,0.000
2008,20150220,0.000
2008,20150221,0.000
2008,20150222,0.000
2008,20150223,0
2008,20150224,0.000
2008,20150225,0.000
2008,20150226,0.000
2008,20150227,0.000
2008,20150228,0
2008,20150301,0.000
2008,20150302,0
2008,20150303,0.000
2008,20150304,0.000
2008,20150305,0
2008,20150306,0.000
2008,20150307,0.000
2008,20150308,0.000
2008,20150309,0.000
2008,20150310,0.000
2008,20150311,0.000
2008,20150312,0.000
2008,20150313,0.000
2008,20150314,0.000
2008,20150315,0.000
2008,20150316,0.000
2008,20150317,0.000
2008,20150318,0.000
2008,20150319,0.000
2008,20150320,0.000
2008,20150321,0.000
2008,20150322,0.000
2008,20150323,0.000
2008,20150324,0.000
2008,20150325,0.000
2008,20150326,0.000
2008,20150327,0.000
2008,20150328,0.000
2008,20150329,0.000
2008,20150330,0.000
2008,20150331,0
2008,20150401,0.000
2008,20150402,0
2008,20150403,0.000
2008,20150404,0.000
2008,20150405,0.000
2008,20150406,0.000
2008,20150407,0.000
2008,20150408,0.000
2008,20150409,0
2008,20150410,0.000
2008,20150411,0
2008,20150412,0.000
2008,20150413,0.000
2008,20150414,0.333
2008,20150415,0.000
2008,20150416,0
2008,20150417,0.000
2008,20150418,0.333
2008,20150419,0.000
2008,20150420,0.000
2008,20150421,0.000
2008,20150422,0.000
2008,20150423,0.000
2008,20150424,0.000
2008,20150425,0.000
2008,20150426,0.000
2008,20150427,0.000
2008,20150428,0.000
2008,20150429,0.000
2008,20150430,0.000
2009,20150101,0.000
2009,20150102,0.333
2009,20150103,0.000
2009,20150104,0.000
2009,20150105,0.333
2009,20150106,0.000
2009,20150107,0.000
2009,20150108,0.000
2009,20150109,0.000
2009,20150110,0.000
2009,20150111,0.000
2009,20150112,0.000
2009,20150113,0.000
2009,20150114,0.000
2009,20150115,0.000
2009,20150116,0.000
2009,20150117,0.000
2009,20150118,0.250
2009,20150119,0.000
2009,20150120,0.000
2009,20150121,0.000
2009,20150122,0.000
2009,20150123,0
2009,20150124,0.000
2009,20150125,0.000
2009,20150126,0.000
2009,20150127,0.000
2009,20150128,0.000
2009,20150129,0.000
2009,20150130,0.000
2009,20150131,0.000
2009,20150201,0.000
2009,20150202,0.000
2009,20150203,0.000
2009,20150204,0
2009,20150205,0.000
2009,20150206,0.000
2009,20150207,0.000
2009,20150208,0.000
2009,20150209,0.000
2009,20150210,0.000
2009,20150211,0.333
2009,20150212,0.000
2009,20150213,0.000
2009,20150214,0
2009,20150215,0.250
2009,20150216,0.000
2009,20150217,0.000
2009,20150218,0.000
2009,20150219,0.000
2009,20150220,0.000
2009,20150221,0
2009,20150222,0.000
2009,20150223,0
2009,20150224,0.000
2009,20150225,0.500
2009,20150226,0.000
2009,20150227,0.000
2009,20150228,0.000
2009,20150301,0.000
2009,20150302,0.000
2009,20150303,0.500
2009,20150304,0.000
2009,20150305,0.000
2009,20150306,0.000
2009,20150307,0.000
2009,20150308,0.000
2009,20150309,0.000
2009,20150310,0.000
2009,20150311,0.000
2009,20150312,0.000
2009,20150313,0.000
2009,20150314,0.333
2009,20150315,0.000
2009,20150316,0.000
2009,20150317,0.000
2009,20150318,0.000
2009,20150319,0.000
2009,20150320,0
2009,20150321,0.000
2009,20150322,0.000
2009,20150323,0.000
2009,20150324,0.000
2009,20150325,0.000
2009,20150326,0.000
2009,20150327,0.000
2009,20150328,0.000
2009,20150329,0.000
2009,20150330,0.000
2009,20150331,0
2009,20150401,0.000
2009,20150402,0.000
2009,20150403,0.000
2009,20150404,0.000
2009,20150405,0.000
2009,20150406,0.000
2009,20150407,0.000
2009,20150408,0.000
2009,20150409,0
2009,20150410,0.000
2009,20150411,0.000
2009,20150412,0.000
2009,20150413,0.000
2009,20150414,0.333
2009,20150415,0.000
2009,20150416,0
2009,20150417,0.000
2009,20150418,0.000
2009,20150419,0
2009,20150420,0.000
2009,20150421,0.000
2009,20150422,0.000
2009,20150423,0.000
2009,20150424,0.000
2009,20150425,0.000
2009,20150426,0.000
2009,20150427,0.000
2009,20150428,0.000
2009,20150429,0.000
2009,20150430,0.333
2010,20150101,0
2010,20150102,0.000
2010,20150103,0.000
2010,20150104,0
2010,20150105,0.667
2010,20150106,0.333
2010,20150107,0.750
2010,20150108,0
2010,20150109,0.000
2010,20150110,0.000
2010,20150111,0.000
2010,20150112,0.000
2010,20150113,0.000
2010,20150114,0.500
2010,20150115,0.000
2010,20150116,0
2010,20150117,1.000
2010,20150118,0
2010,20150119,0.500
2010,20150120,1.000
2010,20150121,1.000
2010,20150122,0.500
2010,20150123,1.000
2010,20150124,1.000
2010,20150125,0.500
2010,20150126,0.000
2010,20150127,0.333
2010,20150128,0.667
2010,20150129,1.000
2010,20150130,1.000
2010,20150131,1.000
2010,20150201,0.000
2010,20150202,0.000
2010,20150203,0.000
2010,20150204,0
2010,20150205,1.000
2010,20150206,0.000
2010,20150207,0.000
2010,20150208,1.000
2010,20150209,1.000
2010,20150210,1.000
2010,20150211,0.667
2010,20150212,1.000
2010,20150213,0.667
2010,20150214,0
2010,20150215,1.000
2010,20150216,1.000
2010,20150217,1.000
2010,20150218,0.500
2010,20150219,0
2010,20150220,0
2010,20150221,1.000
2010,20150222,0.000
2010,20150223,0
2010,20150224,0.000
2010,20150225,0.000
2010,20150226,0
2010,20150227,0.000
2010,20150228,0.000
2010,20150301,0.000
2010,20150302,0.000
2010,20150303,0
2010,20150304,0
2010,20150305,0.500
2010,20150306,0.000
2010,20150307,1.000
2010,20150308,0.000
2010,20150309,0
2010,20150310,0.000
2010,20150311,0.500
2010,20150312,0
2010,20150313,0
2010,20150314,0.000
2010,20150315,0
2010,20150316,0
2010,20150317,0.500
2010,20150318,1.000
2010,20150319,0
2010,20150320,0
2010,20150321,0
2010,20150322,0
2010,20150323,0.333
2010,20150324,0
2010,20150325,1.000
2010,20150326,0.500
2010,20150327,0.500
2010,20150328,0.000
2010,20150329,0
2010,20150330,0
2010,20150331,0
2010,20150401,0.500
2010,20150402,0.000
2010,20150403,0
2010,20150404,0.000
2010,20150405,0.500
2010,20150406,0
2010,20150407,0
2010,20150408,0.500
2010,20150409,0
2010,20150410,0.500
2010,20150411,0
2010,20150412,0
2010,20150413,0.000
2010,20150414,1.000
2010,20150415,0
2010,20150416,0
2010,20150417,0.000
2010,20150418,1.000
2010,20150419,0
2010,20150420,0.333
2010,20150421,0.500
2010,20150422,1.000
2010,20150423,0.500
2010,20150424,1.000
2010,20150425,1.000
2010,20150426,0.000
2010,20150427,0
2010,20150428,0.000
2010,20150429,1.000
2010,20150430,0
2011,20150101,0.250
2011,20150102,0.000
2011,20150103,0.000
2011,20150104,0.000
2011,20150105,0.000
2011,20150106,0.000
2011,20150107,0.000
2011,20150108,0.000
2011,20150109,0.000
2011,20150110,0.000
2011,20150111,0.000
2011,20150112,0.000
2011,20150113,0.000
2011,20150114,0.000
2011,20150115,0.000
2011,20150116,0.200
2011,20150117,0.000
2011,20150118,0.000
2011,20150119,0.000
2011,20150120,0.000
2011,20150121,0.222
2011,20150122,0.000
2011,20150123,0.143
2011,20150124,0.000
2011,20150125,0.250
2011,20150126,0.167
2011,20150127,0.000
2011,20150128,0.308
2011,20150129,0.333
2011,20150130,0.250
2011,20150131,0.167
2011,20150201,0.000
2011,20150202,0.167
2011,20150203,0.286
2011,20150204,0
2011,20150205,0.000
2011,20150206,0.167
2011,20150207,0.200
2011,20150208,0.000
2011,20150209,0.222
2011,20150210,0.200
2011,20150211,0.143
2011,20150212,0.250
2011,20150213,0.222
2011,20150214,0
2011,20150215,0.000
2011,20150216,0.300
2011,20150217,0.364
2011,20150218,0.125
2011,20150219,0.500
2011,20150220,0.250
2011,20150221,0.200
2011,20150222,0.000
2011,20150223,0.000
2011,20150224,0.000
2011,20150225,0.000
2011,20150226,0.000
2011,20150227,0.000
2011,20150228,0.000
2011,20150301,0.000
2011,20150302,0.000
2011,20150303,0.167
2011,20150304,0.000
2011,20150305,0.000
2011,20150306,0.167
