编码,日期,销量,周
1510,20150314,3,6
1510,20150315,0,7
1510,20150316,1,1
1510,20150317,0,2
1510,20150318,2,3
1510,20150319,0,4
1510,20150320,0,5
1510,20150321,0,6
1510,20150322,1,7
1510,20150323,2,1
1510,20150324,0,2
1510,20150325,0,3
1510,20150326,1,4
1510,20150327,0,5
1510,20150328,2,6
1510,20150329,1,7
1510,20150330,2,1
1510,20150331,0,2
1510,20150401,1,3
1510,20150402,2,4
1510,20150403,0,5
1510,20150404,1,6
1510,20150405,1,7
1510,20150406,0,1
1510,20150407,4,2
1510,20150408,0,3
1510,20150409,0,4
1510,20150410,1,5
1510,20150411,0,6
1510,20150412,0,7
1510,20150413,1,1
1510,20150414,1,2
1510,20150415,0,3
1510,20150416,0,4
1510,20150417,0,5
1510,20150418,1,6
1510,20150419,1,7
1510,20150420,2,1
1510,20150421,0,2
1510,20150422,1,3
1510,20150423,0,4
1510,20150424,0,5
1510,20150425,2,6
1510,20150426,2,7
1510,20150427,0,1
1510,20150428,2,2
1510,20150429,3,3
1510,20150430,3,4
1510,20150501,0,5
1510,20150502,1,6
1510,20150503,0,7
1510,20150504,3,1
1510,20150505,0,2
1510,20150506,1,3
1510,20150507,0,4
1510,20150508,2,5
1510,20150509,0,6
1510,20150510,1,7
1510,20150511,1,1
1510,20150512,1,2
1510,20150513,1,3
1510,20150514,0,4
1510,20150515,1,5
1510,20150516,0,6
1510,20150517,1,7
1510,20150518,2,1
1510,20150519,1,2
1510,20150520,2,3
1510,20150521,0,4
1510,20150522,0,5
1510,20150523,1,6
1510,20150524,0,7
1510,20150525,1,1
1510,20150526,0,2
1510,20150527,1,3
1510,20150528,1,4
1510,20150529,2,5
1510,20150530,0,6
1510,20150531,0,7
1510,20150601,0,1
1510,20150602,0,2
1510,20150603,3,3
1510,20150604,2,4
1510,20150605,0,5
1510,20150606,0,6
1510,20150607,1,7
1510,20150608,3,1
1510,20150609,0,2
1510,20150610,2,3
1510,20150611,0,4
1510,20150612,6,5
1510,20150613,3,6
1510,20150614,1,7
1510,20150615,0,1
1510,20150616,0,2
1510,20150617,1,3
1510,20150618,0,4
1510,20150619,1,5
1510,20150620,0,6
1510,20150621,0,7
1510,20150622,0,1
1510,20150623,0,2
1510,20150624,2,3
1510,20150625,0,4
1510,20150626,0,5
1510,20150627,1,6
1510,20150628,0,7
1510,20150629,1,1
1510,20150630,1,2
1510,20150701,2,3
1510,20150702,0,4
1510,20150703,1,5
1510,20150704,0,6
1510,20150705,2,7
1510,20150706,1,1
1510,20150707,0,2
1510,20150708,2,3
1510,20150709,0,4
1510,20150710,0,5
1510,20150711,1,6
1510,20150712,0,7
1510,20150713,2,1
1510,20150714,0,2
1510,20150715,0,3
1510,20150716,2,4
1510,20150717,1,5
1510,20150718,0,6
1510,20150719,0,7
1510,20150720,0,1
1510,20150721,1,2
1510,20150722,0,3
1510,20150723,1,4
1510,20150724,0,5
1510,20150725,1,6
1510,20150726,2,7
1510,20150727,0,1
1510,20150728,0,2
1510,20150729,0,3
1510,20150730,1,4
1510,20150731,1,5
1510,20150801,0,6
1510,20150802,1,7
1510,20150803,0,1
1510,20150804,1,2
1510,20150805,2,3
1510,20150806,0,4
1510,20150807,1,5
1510,20150808,0,6
1510,20150809,0,7
1510,20150810,0,1
1510,20150811,0,2
1510,20150812,0,3
1510,20150813,0,4
1510,20150814,0,5
1510,20150815,0,6
1510,20150816,1,7
1510,20150817,3,1
1510,20150818,1,2
1510,20150819,1,3
1510,20150820,0,4
1510,20150821,1,5
1510,20150822,4,6
1510,20150823,1,7
1510,20150824,3,1
1510,20150825,5,2
1510,20150826,1,3
1510,20150827,2,4
1510,20150828,2,5
1510,20150829,0,6
1510,20150830,1,7
1510,20150831,3,1
1511,20150101,0,4
1511,20150102,0,5
1511,20150103,1,6
1511,20150104,0,7
1511,20150105,0,1
1511,20150106,0,2
1511,20150107,0,3
1511,20150108,0,4
1511,20150109,0,5
1511,20150110,0,6
1511,20150111,0,7
1511,20150112,0,1
1511,20150113,0,2
1511,20150114,0,3
1511,20150115,0,4
1511,20150116,0,5
1511,20150117,1,6
1511,20150118,1,7
1511,20150119,0,1
1511,20150120,0,2
1511,20150121,0,3
1511,20150122,0,4
1511,20150123,0,5
1511,20150124,0,6
1511,20150125,1,7
1511,20150126,2,1
1511,20150127,0,2
1511,20150128,0,3
1511,20150129,0,4
1511,20150130,0,5
1511,20150131,0,6
1511,20150201,0,7
1511,20150202,0,1
1511,20150203,0,2
1511,20150204,0,3
1511,20150205,0,4
1511,20150206,0,5
1511,20150207,0,6
1511,20150208,0,7
1511,20150209,0,1
1511,20150210,0,2
1511,20150211,0,3
1511,20150212,0,4
1511,20150213,0,5
1511,20150214,0,6
1511,20150215,0,7
1511,20150216,0,1
1511,20150217,0,2
1511,20150218,0,3
1511,20150219,0,4
1511,20150220,0,5
1511,20150221,0,6
1511,20150222,0,7
1511,20150223,0,1
1511,20150224,0,2
1511,20150225,0,3
1511,20150226,0,4
1511,20150227,0,5
1511,20150228,0,6
1511,20150301,0,7
1511,20150302,0,1
1511,20150303,1,2
1511,20150304,0,3
1511,20150305,1,4
1511,20150306,0,5
1511,20150307,0,6
1511,20150308,0,7
1511,20150309,0,1
1511,20150310,0,2
1511,20150311,0,3
1511,20150312,0,4
1511,20150313,0,5
1511,20150314,0,6
1511,20150315,1,7
1511,20150316,0,1
1511,20150317,0,2
1511,20150318,0,3
1511,20150319,0,4
1511,20150320,0,5
1511,20150321,0,6
1511,20150322,0,7
1511,20150323,0,1
1511,20150324,0,2
1511,20150325,0,3
1511,20150326,0,4
1511,20150327,0,5
1511,20150328,1,6
1511,20150329,0,7
1511,20150330,0,1
1511,20150331,0,2
1511,20150401,0,3
1511,20150402,0,4
1511,20150403,0,5
1511,20150404,0,6
1511,20150405,0,7
1511,20150406,0,1
1511,20150407,1,2
1511,20150408,0,3
1511,20150409,0,4
1511,20150410,0,5
1511,20150411,0,6
1511,20150412,1,7
1511,20150413,0,1
1511,20150414,0,2
1511,20150415,0,3
1511,20150416,0,4
1511,20150417,0,5
1511,20150418,0,6
1511,20150419,0,7
1511,20150420,0,1
1511,20150421,0,2
1511,20150422,0,3
1511,20150423,0,4
1511,20150424,0,5
1511,20150425,0,6
1511,20150426,0,7
1511,20150427,0,1
1511,20150428,0,2
1511,20150429,0,3
1511,20150430,0,4
1511,20150501,0,5
1511,20150502,0,6
1511,20150503,1,7
1511,20150504,0,1
1511,20150505,0,2
1511,20150506,0,3
1511,20150507,0,4
1511,20150508,0,5
1511,20150509,0,6
1511,20150510,0,7
1511,20150511,0,1
1511,20150512,0,2
1511,20150513,0,3
1511,20150514,0,4
1511,20150515,2,5
1511,20150516,0,6
1511,20150517,0,7
1511,20150518,0,1
1511,20150519,0,2
1511,20150520,0,3
1511,20150521,0,4
1511,20150522,0,5
1511,20150523,0,6
1511,20150524,0,7
1511,20150525,0,1
1511,20150526,0,2
1511,20150527,0,3
1511,20150528,0,4
1511,20150529,0,5
1511,20150530,0,6
1511,20150531,0,7
1511,20150601,0,1
1511,20150602,0,2
1511,20150603,0,3
1511,20150604,0,4
1511,20150605,0,5
1511,20150606,0,6
1511,20150607,0,7
1511,20150608,0,1
1511,20150609,0,2
1511,20150610,0,3
1511,20150611,0,4
1511,20150612,0,5
1511,20150613,0,6
1511,20150614,0,7
1511,20150615,0,1
1511,20150616,0,2
1511,20150617,0,3
1511,20150618,0,4
1511,20150619,0,5
1511,20150620,0,6
1511,20150621,0,7
1511,20150622,0,1
1511,20150623,1,2
1511,20150624,0,3
1511,20150625,0,4
1511,20150626,0,5
1511,20150627,0,6
1511,20150628,0,7
1511,20150629,0,1
1511,20150630,0,2
1511,20150701,0,3
1511,20150702,0,4
1511,20150703,0,5
1511,20150704,0,6
1511,20150705,0,7
1511,20150706,0,1
1511,20150707,0,2
1511,20150708,0,3
1511,20150709,0,4
1511,20150710,0,5
1511,20150711,0,6
1511,20150712,0,7
1511,20150713,0,1
1511,20150714,0,2
1511,20150715,0,3
1511,20150716,0,4
1511,20150717,0,5
1511,20150718,0,6
1511,20150719,0,7
1511,20150720,0,1
1511,20150721,0,2
1511,20150722,0,3
1511,20150723,0,4
1511,20150724,0,5
1511,20150725,0,6
1511,20150726,0,7
1511,20150727,0,1
1511,20150728,0,2
1511,20150729,0,3
1511,20150730,0,4
1511,20150731,0,5
1511,20150801,0,6
1511,20150802,0,7
1511,20150803,0,1
1511,20150804,0,2
1511,20150805,0,3
1511,20150806,0,4
1511,20150807,0,5
1511,20150808,0,6
1511,20150809,0,7
1511,20150810,0,1
1511,20150811,0,2
1511,20150812,0,3
1511,20150813,0,4
1511,20150814,0,5
1511,20150815,0,6
1511,20150816,0,7
1511,20150817,0,1
1511,20150818,0,2
1511,20150819,0,3
1511,20150820,0,4
1511,20150821,0,5
1511,20150822,0,6
1511,20150823,0,7
1511,20150824,0,1
1511,20150825,0,2
1511,20150826,0,3
1511,20150827,0,4
1511,20150828,1,5
1511,20150829,0,6
1511,20150830,0,7
1511,20150831,0,1
1512,20150101,0,4
1512,20150102,1,5
1512,20150103,0,6
1512,20150104,2,7
1512,20150105,1,1
1512,20150106,2,2
1512,20150107,1,3
1512,20150108,0,4
1512,20150109,1,5
1512,20150110,0,6
1512,20150111,2,7
1512,20150112,3,1
1512,20150113,1,2
1512,20150114,0,3
1512,20150115,0,4
1512,20150116,3,5
1512,20150117,0,6
1512,20150118,1,7
1512,20150119,1,1
1512,20150120,0,2
1512,20150121,0,3
1512,20150122,1,4
1512,20150123,0,5
1512,20150124,1,6
1512,20150125,2,7
1512,20150126,0,1
1512,20150127,3,2
1512,20150128,2,3
1512,20150129,1,4
1512,20150130,0,5
1512,20150131,3,6
1512,20150201,2,7
1512,20150202,0,1
1512,20150203,0,2
1512,20150204,0,3
1512,20150205,1,4
1512,20150206,1,5
1512,20150207,0,6
1512,20150208,2,7
1512,20150209,1,1
1512,20150210,0,2
1512,20150211,0,3
1512,20150212,0,4
1512,20150213,1,5
1512,20150214,0,6
1512,20150215,0,7
1512,20150216,2,1
1512,20150217,3,2
1512,20150218,11,3
1512,20150219,0,4
1512,20150220,0,5
1512,20150221,0,6
1512,20150222,1,7
1512,20150223,0,1
1512,20150224,0,2
1512,20150225,3,3
1512,20150226,2,4
1512,20150227,1,5
1512,20150228,1,6
1512,20150301,2,7
1512,20150302,1,1
1512,20150303,0,2
1512,20150304,7,3
1512,20150305,2,4
1512,20150306,2,5
1512,20150307,0,6
1512,20150308,0,7
1512,20150309,0,1
1512,20150310,0,2
1512,20150311,0,3
1512,20150312,0,4
1512,20150313,0,5
1512,20150314,0,6
1512,20150315,0,7
1512,20150316,0,1
1512,20150317,0,2
1512,20150318,1,3
1512,20150319,0,4
1512,20150320,0,5
1512,20150321,1,6
1512,20150322,1,7
1512,20150323,0,1
1512,20150324,0,2
1512,20150325,0,3
1512,20150326,0,4
1512,20150327,0,5
1512,20150328,0,6
1512,20150329,0,7
1512,20150330,0,1
1512,20150331,0,2
1512,20150401,1,3
1512,20150402,0,4
1512,20150403,2,5
1512,20150404,0,6
1512,20150405,0,7
1512,20150406,0,1
1512,20150407,0,2
1512,20150408,0,3
1512,20150409,0,4
1512,20150410,0,5
1512,20150411,0,6
1512,20150412,0,7
1512,20150413,1,1
1512,20150414,1,2
1512,20150415,0,3
1512,20150416,0,4
1512,20150417,0,5
1512,20150418,0,6
1512,20150419,1,7
1512,20150420,0,1
1512,20150421,1,2
1512,20150422,0,3
1512,20150423,0,4
1512,20150424,0,5
1512,20150425,0,6
1512,20150426,2,7
1512,20150427,0,1
1512,20150428,0,2
1512,20150429,1,3
1512,20150430,1,4
1512,20150501,0,5
1512,20150502,0,6
1512,20150503,1,7
1512,20150504,0,1
1512,20150505,1,2
1512,20150506,0,3
1512,20150507,0,4
1512,20150508,0,5
1512,20150509,1,6
1512,20150510,0,7
1512,20150511,0,1
1512,20150512,0,2
1512,20150513,0,3
1512,20150514,0,4
1512,20150515,0,5
1512,20150516,0,6
1512,20150517,0,7
1512,20150518,0,1
1512,20150519,0,2
1512,20150520,0,3
1512,20150521,1,4
1512,20150522,0,5
1512,20150523,0,6
1512,20150524,0,7
1512,20150525,1,1
1512,20150526,0,2
1512,20150527,0,3
1512,20150528,0,4
1512,20150529,0,5
1512,20150530,0,6
1512,20150531,0,7
1512,20150601,0,1
1512,20150602,0,2
1512,20150603,0,3
1512,20150604,1,4
1512,20150605,2,5
1512,20150606,0,6
1512,20150607,0,7
1512,20150608,0,1
1512,20150609,1,2
1512,20150610,0,3
1512,20150611,0,4
1512,20150612,1,5
1512,20150613,0,6
1512,20150614,0,7
1512,20150615,0,1
1512,20150616,0,2
1512,20150617,3,3
1512,20150618,0,4
1512,20150619,1,5
1512,20150620,0,6
1512,20150621,0,7
1512,20150622,0,1
1512,20150623,0,2
1512,20150624,0,3
1512,20150625,0,4
1512,20150626,0,5
1512,20150627,0,6
1512,20150628,0,7
1512,20150629,0,1
1512,20150630,2,2
1512,20150701,0,3
1512,20150702,0,4
1512,20150703,0,5
1512,20150704,0,6
1512,20150705,0,7
1512,20150706,0,1
1512,20150707,0,2
1512,20150708,0,3
1512,20150709,0,4
1512,20150710,0,5
1512,20150711,0,6
1512,20150712,0,7
1512,20150713,0,1
1512,20150714,0,2
1512,20150715,0,3
1512,20150716,0,4
1512,20150717,0,5
1512,20150718,0,6
1512,20150719,1,7
1512,20150720,0,1
1512,20150721,0,2
1512,20150722,0,3
1512,20150723,0,4
1512,20150724,0,5
1512,20150725,0,6
1512,20150726,0,7
1512,20150727,0,1
1512,20150728,0,2
1512,20150729,0,3
1512,20150730,0,4
1512,20150731,0,5
1512,20150801,1,6
1512,20150802,1,7
1512,20150803,1,1
1512,20150804,0,2
1512,20150805,1,3
1512,20150806,0,4
1512,20150807,0,5
1512,20150808,0,6
1512,20150809,0,7
1512,20150810,0,1
1512,20150811,0,2
1512,20150812,0,3
1512,20150813,1,4
1512,20150814,0,5
1512,20150815,0,6
1512,20150816,0,7
1512,20150817,0,1
1512,20150818,0,2
1512,20150819,0,3
1512,20150820,0,4
1512,20150821,1,5
1512,20150822,0,6
1512,20150823,0,7
1512,20150824,1,1
1512,20150825,1,2
1512,20150826,1,3
1512,20150827,1,4
1512,20150828,0,5
1512,20150829,1,6
1512,20150830,1,7
1512,20150831,0,1
1513,20150101,0,4
1513,20150102,0,5
1513,20150103,2,6
1513,20150104,1,7
1513,20150105,0,1
1513,20150106,0,2
1513,20150107,0,3
1513,20150108,0,4
1513,20150109,0,5
1513,20150110,0,6
1513,20150111,0,7
1513,20150112,0,1
1513,20150113,0,2
1513,20150114,1,3
1513,20150115,0,4
1513,20150116,0,5
1513,20150117,1,6
1513,20150118,2,7
1513,20150119,2,1
1513,20150120,0,2
1513,20150121,2,3
1513,20150122,0,4
1513,20150123,0,5
1513,20150124,0,6
1513,20150125,1,7
1513,20150126,0,1
1513,20150127,0,2
1513,20150128,3,3
1513,20150129,0,4
1513,20150130,0,5
1513,20150131,0,6
1513,20150201,0,7
1513,20150202,0,1
1513,20150203,2,2
1513,20150204,0,3
1513,20150205,0,4
1513,20150206,1,5
1513,20150207,0,6
1513,20150208,0,7
1513,20150209,1,1
1513,20150210,0,2
1513,20150211,1,3
1513,20150212,0,4
1513,20150213,0,5
1513,20150214,0,6
1513,20150215,0,7
1513,20150216,1,1
1513,20150217,0,2
1513,20150218,1,3
1513,20150219,0,4
1513,20150220,0,5
1513,20150221,0,6
1513,20150222,0,7
1513,20150223,0,1
1513,20150224,0,2
1513,20150225,0,3
1513,20150226,2,4
1513,20150227,0,5
1513,20150228,0,6
1513,20150301,0,7
1513,20150302,1,1
1513,20150303,1,2
1513,20150304,0,3
1513,20150305,0,4
1513,20150306,0,5
1513,20150307,0,6
1513,20150308,0,7
1513,20150309,3,1
1513,20150310,1,2
1513,20150311,0,3
1513,20150312,1,4
1513,20150313,0,5
1513,20150314,0,6
1513,20150315,0,7
1513,20150316,1,1
1513,20150317,0,2
1513,20150318,0,3
1513,20150319,0,4
1513,20150320,0,5
1513,20150321,2,6
1513,20150322,0,7
1513,20150323,0,1
1513,20150324,0,2
1513,20150325,1,3
1513,20150326,0,4
1513,20150327,0,5
1513,20150328,1,6
1513,20150329,0,7
1513,20150330,1,1
1513,20150331,0,2
1513,20150401,2,3
1513,20150402,0,4
1513,20150403,0,5
1513,20150404,0,6
1513,20150405,0,7
1513,20150406,2,1
1513,20150407,0,2
1513,20150408,0,3
1513,20150409,0,4
1513,20150410,1,5
1513,20150411,0,6
1513,20150412,0,7
1513,20150413,1,1
1513,20150414,0,2
1513,20150415,6,3
1513,20150416,0,4
1513,20150417,3,5
1513,20150418,0,6
1513,20150419,0,7
1513,20150420,0,1
1513,20150421,2,2
1513,20150422,0,3
1513,20150423,0,4
1513,20150424,0,5
1513,20150425,0,6
1513,20150426,0,7
1513,20150427,0,1
1513,20150428,1,2
1513,20150429,1,3
1513,20150430,0,4
1513,20150501,0,5
1513,20150502,0,6
1513,20150503,0,7
1513,20150504,0,1
1513,20150505,0,2
1513,20150506,0,3
1513,20150507,0,4
1513,20150508,0,5
1513,20150509,0,6
1513,20150510,0,7
1513,20150511,0,1
1513,20150512,0,2
1513,20150513,0,3
1513,20150514,0,4
1513,20150515,1,5
1513,20150516,0,6
1513,20150517,0,7
1513,20150518,1,1
1513,20150519,0,2
1513,20150520,0,3
1513,20150521,2,4
1513,20150522,1,5
1513,20150523,0,6
1513,20150524,1,7
1513,20150525,1,1
1513,20150526,1,2
1513,20150527,0,3
1513,20150528,0,4
1513,20150529,0,5
1513,20150530,0,6
1513,20150531,0,7
1513,20150601,1,1
1513,20150602,2,2
1513,20150603,4,3
1513,20150604,0,4
1513,20150605,0,5
1513,20150606,0,6
1513,20150607,1,7
1513,20150608,1,1
1513,20150609,2,2
1513,20150610,1,3
1513,20150611,0,4
1513,20150612,2,5
1513,20150613,0,6
1513,20150614,1,7
1513,20150615,0,1
1513,20150616,0,2
1513,20150617,1,3
1513,20150618,0,4
1513,20150619,0,5
1513,20150620,0,6
1513,20150621,1,7
1513,20150622,0,1
1513,20150623,1,2
1513,20150624,0,3
1513,20150625,0,4
1513,20150626,0,5
1513,20150627,1,6
1513,20150628,0,7
1513,20150629,2,1
1513,20150630,5,2
1513,20150701,1,3
1513,20150702,0,4
1513,20150703,0,5
1513,20150704,0,6
1513,20150705,0,7
1513,20150706,1,1
1513,20150707,1,2
1513,20150708,2,3
1513,20150709,0,4
1513,20150710,0,5
1513,20150711,0,6
1513,20150712,0,7
1513,20150713,0,1
1513,20150714,0,2
1513,20150715,0,3
1513,20150716,0,4
1513,20150717,0,5
1513,20150718,0,6
1513,20150719,0,7
1513,20150720,0,1
1513,20150721,1,2
1513,20150722,0,3
1513,20150723,0,4
1513,20150724,0,5
1513,20150725,0,6
1513,20150726,0,7
1513,20150727,0,1
1513,20150728,0,2
1513,20150729,0,3
1513,20150730,1,4
1513,20150731,0,5
1513,20150801,0,6
1513,20150802,0,7
1513,20150803,0,1
1513,20150804,1,2
1513,20150805,0,3
1513,20150806,0,4
1513,20150807,0,5
1513,20150808,0,6
1513,20150809,0,7
1513,20150810,2,1
1513,20150811,0,2
1513,20150812,0,3
1513,20150813,0,4
1513,20150814,0,5
1513,20150815,0,6
1513,20150816,0,7
1513,20150817,0,1
1513,20150818,0,2
1513,20150819,14,3
1513,20150820,0,4
1513,20150821,2,5
1513,20150822,3,6
1513,20150823,0,7
1513,20150824,1,1
1513,20150825,1,2
1513,20150826,0,3
1513,20150827,1,4
1513,20150828,0,5
1513,20150829,1,6
1513,20150830,3,7
1513,20150831,0,1
1514,20150101,0,4
1514,20150102,0,5
1514,20150103,0,6
1514,20150104,0,7
1514,20150105,0,1
1514,20150106,0,2
1514,20150107,0,3
1514,20150108,0,4
1514,20150109,0,5
1514,20150110,0,6
1514,20150111,0,7
1514,20150112,0,1
1514,20150113,0,2
1514,20150114,0,3
1514,20150115,0,4
1514,20150116,0,5
1514,20150117,0,6
1514,20150118,0,7
1514,20150119,0,1
1514,20150120,0,2
1514,20150121,0,3
1514,20150122,0,4
1514,20150123,0,5
1514,20150124,0,6
1514,20150125,0,7
1514,20150126,0,1
1514,20150127,0,2
1514,20150128,0,3
1514,20150129,0,4
1514,20150130,0,5
1514,20150131,0,6
1514,20150201,0,7
1514,20150202,0,1
1514,20150203,0,2
1514,20150204,0,3
1514,20150205,0,4
1514,20150206,0,5
1514,20150207,0,6
1514,20150208,0,7
1514,20150209,0,1
1514,20150210,0,2
1514,20150211,0,3
1514,20150212,0,4
1514,20150213,0,5
1514,20150214,0,6
1514,20150215,0,7
1514,20150216,0,1
1514,20150217,0,2
1514,20150218,0,3
1514,20150219,0,4
1514,20150220,0,5
1514,20150221,0,6
1514,20150222,0,7
1514,20150223,0,1
1514,20150224,0,2
1514,20150225,0,3
1514,20150226,0,4
1514,20150227,0,5
1514,20150228,0,6
1514,20150301,0,7
1514,20150302,1,1
1514,20150303,0,2
1514,20150304,0,3
1514,20150305,0,4
1514,20150306,0,5
1514,20150307,0,6
1514,20150308,0,7
1514,20150309,0,1
1514,20150310,0,2
1514,20150311,0,3
1514,20150312,0,4
1514,20150313,0,5
1514,20150314,0,6
1514,20150315,0,7
1514,20150316,0,1
1514,20150317,0,2
1514,20150318,0,3
1514,20150319,0,4
1514,20150320,0,5
1514,20150321,0,6
1514,20150322,0,7
1514,20150323,0,1
1514,20150324,0,2
1514,20150325,0,3
1514,20150326,0,4
1514,20150327,1,5
1514,20150328,0,6
1514,20150329,0,7
1514,20150330,0,1
1514,20150331,0,2
1514,20150401,0,3
1514,20150402,0,4
1514,20150403,0,5
1514,20150404,0,6
1514,20150405,0,7
1514,20150406,0,1
1514,20150407,0,2
1514,20150408,0,3
1514,20150409,0,4
1514,20150410,0,5
1514,20150411,0,6
1514,20150412,0,7
1514,20150413,0,1
1514,20150414,0,2
1514,20150415,0,3
1514,20150416,0,4
1514,20150417,0,5
1514,20150418,0,6
1514,20150419,0,7
1514,20150420,0,1
1514,20150421,0,2
1514,20150422,0,3
1514,20150423,0,4
1514,20150424,0,5
1514,20150425,0,6
1514,20150426,0,7
1514,20150427,0,1
1514,20150428,0,2
1514,20150429,0,3
1514,20150430,0,4
1514,20150501,0,5
1514,20150502,0,6
1514,20150503,0,7
1514,20150504,0,1
1514,20150505,0,2
1514,20150506,0,3
1514,20150507,0,4
1514,20150508,0,5
1514,20150509,0,6
1514,20150510,0,7
1514,20150511,0,1
1514,20150512,0,2
1514,20150513,0,3
1514,20150514,0,4
1514,20150515,0,5
1514,20150516,0,6
1514,20150517,0,7
1514,20150518,0,1
1514,20150519,0,2
1514,20150520,0,3
1514,20150521,0,4
1514,20150522,0,5
1514,20150523,0,6
1514,20150524,0,7
1514,20150525,0,1
1514,20150526,0,2
1514,20150527,0,3
1514,20150528,0,4
1514,20150529,0,5
1514,20150530,0,6
1514,20150531,0,7
1514,20150601,0,1
1514,20150602,0,2
1514,20150603,0,3
1514,20150604,0,4
1514,20150605,0,5
1514,20150606,0,6
1514,20150607,0,7
1514,20150608,0,1
1514,20150609,0,2
1514,20150610,0,3
1514,20150611,0,4
1514,20150612,0,5
1514,20150613,0,6
1514,20150614,0,7
1514,20150615,0,1
1514,20150616,0,2
1514,20150617,0,3
1514,20150618,0,4
1514,20150619,0,5
1514,20150620,0,6
1514,20150621,0,7
1514,20150622,0,1
1514,20150623,0,2
1514,20150624,0,3
1514,20150625,0,4
1514,20150626,0,5
1514,20150627,0,6
1514,20150628,0,7
1514,20150629,0,1
1514,20150630,0,2
1514,20150701,0,3
1514,20150702,0,4
1514,20150703,0,5
1514,20150704,0,6
1514,20150705,0,7
1514,20150706,0,1
1514,20150707,0,2
1514,20150708,0,3
1514,20150709,0,4
1514,20150710,0,5
1514,20150711,0,6
1514,20150712,0,7
1514,20150713,0,1
1514,20150714,0,2
1514,20150715,1,3
1514,20150716,0,4
1514,20150717,0,5
1514,20150718,0,6
1514,20150719,0,7
1514,20150720,0,1
1514,20150721,0,2
1514,20150722,0,3
1514,20150723,0,4
1514,20150724,0,5
1514,20150725,0,6
1514,20150726,0,7
1514,20150727,0,1
1514,20150728,0,2
1514,20150729,0,3
1514,20150730,0,4
1514,20150731,0,5
1514,20150801,0,6
1514,20150802,0,7
1514,20150803,0,1
1514,20150804,0,2
1514,20150805,0,3
1514,20150806,0,4
1514,20150807,0,5
1514,20150808,0,6
1514,20150809,0,7
1514,20150810,0,1
1514,20150811,0,2
1514,20150812,0,3
1514,20150813,0,4
1514,20150814,0,5
1514,20150815,0,6
1514,20150816,0,7
1514,20150817,0,1
1514,20150818,0,2
1514,20150819,0,3
1514,20150820,0,4
1514,20150821,0,5
1514,20150822,0,6
1514,20150823,0,7
1514,20150824,0,1
1514,20150825,1,2
1514,20150826,0,3
1514,20150827,0,4
1514,20150828,0,5
1514,20150829,0,6
1514,20150830,0,7
1514,20150831,0,1
1515,20150101,2,4
1515,20150102,3,5
1515,20150103,0,6
1515,20150104,1,7
1515,20150105,1,1
1515,20150106,2,2
1515,20150107,3,3
1515,20150108,1,4
1515,20150109,0,5
1515,20150110,0,6
1515,20150111,0,7
1515,20150112,0,1
1515,20150113,2,2
1515,20150114,0,3
1515,20150115,0,4
1515,20150116,2,5
1515,20150117,0,6
1515,20150118,2,7
1515,20150119,2,1
1515,20150120,1,2
1515,20150121,1,3
1515,20150122,1,4
1515,20150123,0,5
1515,20150124,1,6
1515,20150125,2,7
1515,20150126,0,1
1515,20150127,1,2
1515,20150128,2,3
1515,20150129,2,4
1515,20150130,0,5
1515,20150131,0,6
1515,20150201,0,7
1515,20150202,1,1
1515,20150203,1,2
1515,20150204,0,3
1515,20150205,0,4
1515,20150206,0,5
1515,20150207,3,6
1515,20150208,2,7
1515,20150209,1,1
1515,20150210,2,2
1515,20150211,2,3
1515,20150212,0,4
1515,20150213,0,5
1515,20150214,0,6
1515,20150215,0,7
1515,20150216,1,1
1515,20150217,0,2
1515,20150218,1,3
1515,20150219,0,4
1515,20150220,1,5
1515,20150221,0,6
1515,20150222,1,7
1515,20150223,0,1
1515,20150224,0,2
1515,20150225,0,3
1515,20150226,0,4
1515,20150227,1,5
1515,20150228,1,6
1515,20150301,0,7
1515,20150302,1,1
1515,20150303,1,2
1515,20150304,1,3
1515,20150305,0,4
1515,20150306,1,5
1515,20150307,1,6
1515,20150308,0,7
1515,20150309,0,1
1515,20150310,1,2
1515,20150311,0,3
1515,20150312,2,4
1515,20150313,0,5
1515,20150314,1,6
1515,20150315,0,7
1515,20150316,0,1
1515,20150317,2,2
1515,20150318,0,3
1515,20150319,0,4
1515,20150320,2,5
1515,20150321,0,6
1515,20150322,0,7
1515,20150323,0,1
1515,20150324,0,2
1515,20150325,1,3
1515,20150326,0,4
1515,20150327,0,5
1515,20150328,1,6
1515,20150329,0,7
1515,20150330,1,1
1515,20150331,0,2
1515,20150401,0,3
1515,20150402,0,4
1515,20150403,0,5
1515,20150404,3,6
1515,20150405,0,7
1515,20150406,3,1
1515,20150407,1,2
1515,20150408,0,3
1515,20150409,0,4
1515,20150410,2,5
1515,20150411,1,6
1515,20150412,1,7
1515,20150413,0,1
1515,20150414,1,2
1515,20150415,5,3
1515,20150416,0,4
1515,20150417,0,5
1515,20150418,0,6
1515,20150419,0,7
1515,20150420,3,1
1515,20150421,0,2
1515,20150422,0,3
1515,20150423,2,4
1515,20150424,0,5
1515,20150425,0,6
1515,20150426,0,7
1515,20150427,0,1
1515,20150428,0,2
1515,20150429,0,3
1515,20150430,0,4
1515,20150501,0,5
1515,20150502,0,6
1515,20150503,0,7
1515,20150504,0,1
1515,20150505,1,2
1515,20150506,0,3
1515,20150507,0,4
1515,20150508,1,5
