id,custid,大类编码,大类名称,中类编码,中类名称,小类编码,小类名称,销售日期,销售月份,商品编码,规格型号,商品类型,单位,销售数量,销售金额,商品单价,是否促销
12504,1956,12,蔬果,1205,其它加工,120501,咸菜干货,20150201,201502,DW-1205010021,散称,生鲜,kg,0.584,2.79,2,否
12505,2062,12,蔬果,1201,蔬菜,120104,花果,20150201,201502,DW-1201040004,散称,生鲜,千克,0.384,3.97,5.8,否
12506,2235,12,蔬果,1203,水果,120302,苹果类,20150201,201502,DW-1203020172,散称,生鲜,KG,1.936,20.4,11.98,否
12507,2325,12,蔬果,1201,蔬菜,120104,花果,20150201,201502,DW-1201040042,散称,生鲜,千克,0.334,3.26,7.8,否
12508,2391,12,蔬果,1201,蔬菜,120103,芽菜,20150201,201502,DW-1201030001,散称,生鲜,千克,0.314,0.81,1.76,否
12509,2449,20,粮油,2002,袋装速食面组,200201,牛肉口味,20150201,201502,DW-2002010015,100g*5,一般商品,组,1,11.6,14.7,否
12510,2449,21,冲调,2105,冲调食品,210504,藕/葛藤粉,20150201,201502,DW-2105040015,500g,一般商品,袋,1,32,36.5,是
12511,3590,11,水产,1103,干货水产,110301,干货鱼类,20150201,201502,DW-1103010066,散称,生鲜,千克,0.44,13.64,30,否
12512,3590,22,休闲,2202,糕点,220205,中式糕点,20150201,201502,DW-2202050139,散称,一般商品,KG,0.36,7.05,19.6,否
12513,3590,31,家居,3117,厨房清洁,311703,刷刷块,20150201,201502,DW-3117030008,1*1,一般商品,袋,1,3,3,否
12514,4000,15,日配,1521,蛋类,152101,新鲜蛋品,20150201,201502,DW-1521010005,散称,一般商品,千克,0.924,8.29,6.78,否
12515,4477,30,洗化,3016,纸制品,301603,无芯纸,20150201,201502,DW-3016030026, ,一般商品,提,1,16.5,16.5,否
12516,5036,30,洗化,3016,纸制品,301607,盒装面纸,20150201,201502,DW-3016070059,200抽*3,一般商品,提,1,9.9,14.7,是
12517,53,20,粮油,2009,盐/糖,200902,功能盐,20150201,201502,DW-2009020012,400g,一般商品,袋,1,2.3,2.3,否
12518,106,12,蔬果,1201,蔬菜,120101,叶菜,20150201,201502,DW-1201010021,散称,生鲜,千克,0.38,2.5,6.56,否
12519,1116,20,粮油,2006,五谷杂粮,200602,袋装白米,20150201,201502,DW-2006020022,5kg,一般商品,袋,1,34.9,39.7,否
12520,1116,22,休闲,2203,膨化点心,220302,袋装薯片,20150201,201502,DW-2203020019,40g,一般商品,袋,1,3.3,3.5,否
12521,1116,22,休闲,2205,炒货,220512,豆类,20150201,201502,DW-2205120042,110g,一般商品,袋,1,3.9,3.9,否
12522,1116,22,休闲,2210,果冻,221001,果冻/布丁,20150201,201502,DW-2210010004,120g,一般商品,杯,1,1.9,1.9,否
12523,1116,23,酒饮,2302,纯果汁,230202,纯桃汁,20150201,201502,DW-2302020001,1L,一般商品,盒,1,13.8,11.9,否
12524,410,20,粮油,2007,南北干货,200705,桂圆,20150201,201502,DW-2007050037,散称,一般商品,kg,0.208,4.1,19.8,否
12525,53,12,蔬果,1201,蔬菜,120102,根茎,20150201,201502,DW-1201020011,散称,生鲜,千克,0.556,6.5,16,否
12526,1250,23,酒饮,2303,果汁饮料,230304,植物蛋白饮料,20150201,201502,DW-2303040002,1L,一般商品,盒,6,63,12.7,是
12527,1406,23,酒饮,2303,果汁饮料,230304,植物蛋白饮料,20150201,201502,DW-2303040015,245ml,一般商品,盒,6,17.4,2.9,否
12528,547,30,洗化,3013,口腔卫生用品,301301,成人牙膏,20150201,201502,DW-3013010183,190g,一般商品,盒,1,14.9,14.9,否
12529,1338,20,粮油,2014,酱菜类,201401,榨菜,20150201,201502,DW-2014010057,175g,一般商品,袋,1,3.9,3.9,否
12530,1113,33,文体,3321,学生用品,332102,修正液/带,20150201,201502,DW-3321020067,8103,一般商品,卡,1,4.5,4.7,否
12531,1135,12,蔬果,1201,蔬菜,120101,叶菜,20150201,201502,DW-1201010020, ,生鲜,包,1,2.6,4.98,否
12532,1135,12,蔬果,1201,蔬菜,120105,鲜调味,20150201,201502,DW-1201050255,散称,生鲜,千克,0.24,1.5,9.6,否
12533,1499,12,蔬果,1201,蔬菜,120102,根茎,20150201,201502,DW-1201020043,散称,生鲜,千克,0.304,0.9,1.8,否
12534,2012,20,粮油,2014,酱菜类,201401,榨菜,20150201,201502,DW-2014010010,60g,一般商品,袋,2,1,0.5,否
12535,2062,22,休闲,2205,炒货,220502,带壳花生,20150201,201502,DW-2205020048,散称,一般商品,kg,0.544,6.41,11.8,否
12536,2325,12,蔬果,1201,蔬菜,120104,花果,20150201,201502,DW-1201040035,散称,生鲜,千克,0.296,3.9,9.6,否
12537,1956,11,水产,1101,冰鲜水产,110107,贝蛤类,20150201,201502,DW-1101070017,散称,生鲜,kg,0.504,14.01,30,否
12538,1966,12,蔬果,1201,蔬菜,120109,其它蔬菜,20150201,201502,DW-1201090311, ,生鲜,个,4,2,2,否
12539,2606,15,日配,1521,蛋类,152101,新鲜蛋品,20150201,201502,DW-1521010005,散称,一般商品,千克,2.298,20.63,6.78,否
12540,2706,15,日配,1518,常温乳品,151805,利乐枕纯奶,20150201,201502,DW-1518050007,240ml,一般商品,袋,16,33.9,2.7,是
12541,2890,12,蔬果,1201,蔬菜,120101,叶菜,20150201,201502,DW-1201010018,散称,生鲜,千克,0.358,3,12,否
12542,2890,30,洗化,3016,纸制品,301608,软抽纸巾,20150201,201502,DW-3016080270,400张*6,一般商品,提,1,9.9,13.9,是
12543,2925,30,洗化,3006,洗衣用品,300601,洗衣粉,20150201,201502,DW-3006010007,500g,一般商品,袋,1,5.5,5.7,否
12544,2325,12,蔬果,1203,水果,120303,梨类,20150201,201502,DW-1203030155,散称,生鲜,KG,1.628,8.75,11.98,否
12545,2050,22,休闲,2207,糖果,220701,硬糖,20150201,201502,DW-2207010136,120g,一般商品,袋,1,6.9,6.9,否
12546,2062,15,日配,1505,冷藏乳品,150503,冷藏果粒酸乳,20150201,201502,DW-1505030006,250g,一般商品,盒,1,6.9,6.9,否
12547,46,12,蔬果,1203,水果,120313,其它水果,20150201,201502,DW-1203130445,计量,生鲜,根,1,12,7,否
12548,49,12,蔬果,1202,加工豆类,120201,豆腐,20150201,201502,DW-1202018073,散称,生鲜,千克,0.535,2.1,2.96,否
12549,95,20,粮油,2006,五谷杂粮,200607,杂粮,20150201,201502,DW-2006070164,1000g,一般商品,袋,1,10.5,8,否
12550,106,22,休闲,2202,糕点,220205,中式糕点,20150201,201502,DW-2202050162,散称,一般商品,KG,0.31,6.66,21.6,否
12551,175,15,日配,1521,蛋类,152101,新鲜蛋品,20150201,201502,DW-1521010005,散称,一般商品,千克,0.966,8.67,6.78,否
12552,272,20,粮油,2002,袋装速食面组,200201,牛肉口味,20150201,201502,DW-2002010015,100g*5,一般商品,组,1,11.6,14.7,否
12553,272,20,粮油,2002,袋装速食面组,200202,猪肉口味,20150201,201502,DW-2002020021,82.7g,一般商品,包,1,12.5,14.7,否
12554,410,20,粮油,2009,盐/糖,200906,冰糖,20150201,201502,DW-2009060004,258g,一般商品,袋,1,5.9,5.9,否
12555,2308,22,休闲,2203,膨化点心,220302,袋装薯片,20150201,201502,DW-2203020165,104g,一般商品,盒,1,7.5,8.5,否
12556,2449,12,蔬果,1201,蔬菜,120101,叶菜,20150201,201502,DW-1201010018,散称,生鲜,千克,0.364,3,12,否
12557,2606,12,蔬果,1201,蔬菜,120106,菌菇类,20150201,201502,DW-1201060003,散称,生鲜,千克,0.484,4.05,6.56,否
12558,2606,22,休闲,2205,炒货,220513,香瓜子,20150201,201502,DW-2205130006,260g,一般商品,袋,1,8.7,8.7,否
12559,547,30,洗化,3013,口腔卫生用品,301301,成人牙膏,20150201,201502,DW-3013010621,150g,一般商品,支,1,18.9,21.9,否
12560,1057,13,熟食,1308,现制中式面点,130801,现制蒸类,20150201,201502,DW-1308010191,散称,生鲜,千克,0.588,2.33,6,否
12561,1499,12,蔬果,1201,蔬菜,120102,根茎,20150201,201502,DW-1201020029,散称,生鲜,千克,0.504,2.3,3.96,否
12562,1499,12,蔬果,1201,蔬菜,120105,鲜调味,20150201,201502,DW-1201050004,散称,生鲜,千克,0.47,2.81,5.98,否
12563,1626,23,酒饮,2303,果汁饮料,230304,植物蛋白饮料,20150201,201502,DW-2303040022,500ml,一般商品,瓶,1,3.8,4,否
12564,46,12,蔬果,1203,水果,120303,梨类,20150201,201502,DW-1203030177,散称,生鲜,KG,1.634,7.15,3.18,否
12565,106,20,粮油,2006,五谷杂粮,200607,杂粮,20150201,201502,DW-2006070074,散称,一般商品,公斤,0.28,3.86,18.3,否
12566,3590,12,蔬果,1201,蔬菜,120105,鲜调味,20150201,201502,DW-1201050255,散称,生鲜,千克,0.298,1.9,9.6,否
12567,106,20,粮油,2008,调味料,200805,香辛粉,20150201,201502,DW-2008050014,10g,一般商品,袋,1,2,2,否
12568,174,20,粮油,2005,煮食面/粉,200501,挂面,20150201,201502,DW-2005010081,1000g,一般商品,卷,1,8.9,8.9,否
12569,410,20,粮油,2007,南北干货,200706,红枣,20150201,201502,DW-2007060065,散称,一般商品,kg,0.408,15.4,37.8,否
12570,1966,12,蔬果,1201,蔬菜,120102,根茎,20150201,201502,DW-1201020042,散称,生鲜,千克,0.12,1.43,7.8,否
12571,1971,15,日配,1521,蛋类,152101,新鲜蛋品,20150201,201502,DW-1521010005,散称,一般商品,千克,0.908,8.1,6.78,否
12572,3006,10,肉禽,1002,牛肉,100202,熟牛肉,20150201,201502,DW-1002020061,散称,生鲜,千克,0.252,24.4,80,否
12573,4000,10,肉禽,1001,猪肉,100101,鲜猪肉,20150201,201502,DW-1001010196,散称,生鲜,千克,0.528,12.57,27.8,否
12574,4036,22,休闲,2203,膨化点心,220301,米制点心,20150201,201502,DW-2203010104,散称,一般商品,KG,0.252,4.43,27.8,是
12575,4488,12,蔬果,1203,水果,120313,其它水果,20150201,201502,DW-1203130444,散称,生鲜,KG,0.554,12.16,10,否
12576,1116,22,休闲,2203,膨化点心,220399,其他膨化点心,20150201,201502,DW-2203990015,40g,一般商品,袋,1,2.7,2.9,否
12577,53,12,蔬果,1201,蔬菜,120101,叶菜,20150201,201502,DW-1201010004,散称,生鲜,千克,0.316,1.8,5.6,否
12578,106,12,蔬果,1201,蔬菜,120105,鲜调味,20150201,201502,DW-1201050007,散称,生鲜,千克,0.264,1.84,15.6,否
12579,4620,22,休闲,2210,果冻,221001,果冻/布丁,20150201,201502,DW-2210010016,150g,一般商品,杯,1,7.5,7.5,否
12580,3919,20,粮油,2001,袋装速食面,200102,猪肉口味,20150201,201502,DW-2001020021,82.6g,一般商品,袋,1,2.5,3,否
12581,3919,22,休闲,2206,即食熟制品,220699,其他即食熟制品,20150201,201502,DW-2206990121,45g,一般商品,包,1,1.2,1.2,否
12582,4427,22,休闲,2205,炒货,220513,香瓜子,20150201,201502,DW-2205130089,散装,一般商品,KG,0.226,3.11,13.8,否
12583,4580,22,休闲,2201,饼干,220101,苏打,20150201,201502,DW-2201010001,100g,一般商品,袋,1,3,3.5,否
12584,4658,12,蔬果,1201,蔬菜,120102,根茎,20150201,201502,DW-1201020026,散称,生鲜,千克,0.494,0.97,2.56,否
12585,4658,12,蔬果,1203,水果,120301,柑桔柚类,20150201,201502,DW-1203010204,散称,生鲜,KG,1.166,5.34,3.98,否
12586,4658,12,蔬果,1203,水果,120303,梨类,20150201,201502,DW-1203030155,散称,生鲜,KG,1.08,5.81,11.98,否
12587,4658,20,粮油,2002,袋装速食面组,200201,牛肉口味,20150201,201502,DW-2002010015,100g*5,一般商品,组,1,11.6,14.7,否
12588,5036,31,家居,3105,陶瓷餐具,310505,陶瓷杯子,20150201,201502,DW-3105050035,1*1,一般商品,个,1,10,10,否
12589,4759,34,针织,3408,男袜,340802,男绅士袜,20150201,201502,DW-3408021326,26-28CM,一般商品,双,1,14.5,14.5,否
12590,4606,15,日配,1505,冷藏乳品,150501,冷藏原味酸乳,20150201,201502,DW-1505010016,480g,一般商品,盒,1,8.6,8.6,否
12591,4620,20,粮油,2009,盐/糖,200902,功能盐,20150201,201502,DW-2009020012,400g,一般商品,袋,2,4.6,2.3,否
12592,2606,20,粮油,2007,南北干货,200701,木耳,20150201,201502,DW-2007010021,散称,一般商品,kg,0.102,6.01,89.8,是
12593,5084,15,日配,1521,蛋类,152101,新鲜蛋品,20150201,201502,DW-1521010005,散称,一般商品,千克,0.932,8.3,6.78,否
12594,5398,23,酒饮,2311,国产白酒,231103,普通高度白酒,20150201,201502,DW-2311030040,55%475ml,一般商品,瓶,1,9.8,10.3,否
12595,5036,30,洗化,3016,纸制品,301603,无芯纸,20150201,201502,DW-3016030007,10卷,一般商品,提,1,11.9,14.5,是
12596,1406,22,休闲,2210,果冻,221099,其他果冻,20150201,201502,DW-2210990005,散称,一般商品,kg,0.858,11.84,13.8,否
12597,1499,10,肉禽,1001,猪肉,100101,鲜猪肉,20150201,201502,DW-1001010194,散称,生鲜,千克,0.114,3.06,29.8,否
12598,3511,20,粮油,2005,煮食面/粉,200599,其他煮食面/粉,20150201,201502,DW-2005990031,散称,一般商品,kg,-0.54,-5.83,10.8,否
12599,3511,20,粮油,2005,煮食面/粉,200599,其他煮食面/粉,20150201,201502,DW-2005990031,散称,一般商品,kg,0.54,5.83,10.8,否
12600,3511,30,洗化,3016,纸制品,301602,平板纸,20150201,201502,DW-3016020006,460g,一般商品,包,4,12,3.7,是
12601,1343,30,洗化,3018,卫生巾,301804,卫生护垫,20150201,201502,DW-3018040094,12+2,一般商品,包,1,9.5,11.9,否
12602,1406,12,蔬果,1201,蔬菜,120101,叶菜,20150201,201502,DW-1201010004,散称,生鲜,千克,0.334,1.93,5.6,否
12603,1406,30,洗化,3018,卫生巾,301801,日用卫生巾,20150201,201502,DW-3018010293,5P,一般商品,包,1,8.9,9.9,否
12604,1728,22,休闲,2209,巧克力,220904,牛奶巧克力,20150201,201502,DW-2209040041,36g,一般商品,袋,1,7.9,7.9,否
12605,1406,30,洗化,3018,卫生巾,301804,卫生护垫,20150201,201502,DW-3018040146,22p,一般商品,包,1,10.9,10.9,否
12606,4000,12,蔬果,1201,蔬菜,120102,根茎,20150201,201502,DW-1201020010,散称,生鲜,千克,0.582,1.3,3.8,否
12607,174,20,粮油,2014,酱菜类,201401,榨菜,20150201,201502,DW-2014010015,60g,一般商品,袋,1,0.5,0.5,否
12608,175,12,蔬果,1201,蔬菜,120105,鲜调味,20150201,201502,DW-1201050011,散称,生鲜,千克,0.434,0.83,6.56,否
12609,2308,12,蔬果,1203,水果,120309,进口水果,20150201,201502,DW-1203090210,散称,生鲜,KG,0.732,8.6,17.6,否
12610,2391,12,蔬果,1201,蔬菜,120105,鲜调味,20150201,201502,DW-1201050011,散称,生鲜,千克,0.399,0.79,6.56,否
12611,2391,13,熟食,1308,现制中式面点,130801,现制蒸类,20150201,201502,DW-1308010191,散称,生鲜,千克,0.427,1.7,6,否
12612,1966,12,蔬果,1202,加工豆类,120201,豆腐,20150201,201502,DW-1202018073,散称,生鲜,千克,0.414,1.64,2.96,否
12613,2050,15,日配,1505,冷藏乳品,150504,冷藏乳酸菌,20150201,201502,DW-1505040017,100ml*5,一般商品,组,1,8,11.5,是
12614,2050,22,休闲,2203,膨化点心,220304,薯条,20150201,201502,DW-2203040010,40g,一般商品,袋,1,3.4,3.5,否
12615,410,22,休闲,2204,蜜饯,220405,山楂,20150201,201502,DW-2204050019,200g,一般商品,扎,1,6.9,6.9,否
12616,4488,22,休闲,2205,炒货,220502,带壳花生,20150201,201502,DW-2205020048,散称,一般商品,kg,0.492,5.8,11.8,否
12617,4759,31,家居,3110,料理切具,311008,筷子,20150201,201502,DW-3110080125,KZ1011,一般商品,双,1,4.9,8,是
12618,5036,30,洗化,3011,保养用品,301102,洁面乳,20150201,201502,DW-3011020646,100g,一般商品,支,1,21.9,22.9,否
12619,5084,15,日配,1501,冷藏肉制品,150102,棒状火腿,20150201,201502,DW-1501020004,260g,一般商品,袋,1,9.9,13.3,是
12620,2050,22,休闲,2206,即食熟制品,220601,牛肉干,20150201,201502,DW-2206010062,108g,一般商品,袋,1,12.9,12.9,否
12621,2062,33,文体,3319,笔类,331909,铅芯,20150201,201502,DW-3319090020,1*1,一般商品,个,1,1.5,1.7,否
12622,2847,30,洗化,3018,卫生巾,301805,套装卫生巾,20150201,201502,DW-3018050009,4P,一般商品,包,1,8.9,8.9,否
12623,1037,10,肉禽,1005,鸭产品,100504,加工鸭肉,20150201,201502,DW-1005040006,散称,生鲜,Kg,0.15,3.5,23,否
12624,1113,22,休闲,2202,糕点,220201,派,20150201,201502,DW-2202010026,360g,一般商品,盒,1,10.8,18.9,是
12625,1116,22,休闲,2207,糖果,220708,凝胶糖,20150201,201502,DW-2207080025,50g,一般商品,袋,1,5.9,6,否
12626,1343,30,洗化,3018,卫生巾,301804,卫生护垫,20150201,201502,DW-3018040067,18片,一般商品,盒,1,5.2,5.3,否
12627,1406,12,蔬果,1202,加工豆类,120201,豆腐,20150201,201502,DW-1202018267,块,生鲜,块,1,1.5,1.5,否
12628,1406,22,休闲,2202,糕点,220206,煎饼,20150201,201502,DW-2202060010,150g,一般商品,袋,1,6.9,6.9,否
12629,1406,30,洗化,3018,卫生巾,301801,日用卫生巾,20150201,201502,DW-3018010157,10片,一般商品,包,1,3.9,3.9,否
12630,1626,22,休闲,2205,炒货,220513,香瓜子,20150201,201502,DW-2205130089,散装,一般商品,KG,0.336,4.6,13.8,否
12631,2229,22,休闲,2202,糕点,220201,派,20150201,201502,DW-2202010026,360g,一般商品,盒,1,10.8,18.9,是
12632,2449,15,日配,1517,常温肉制品,151701,猪肉火腿肠,20150201,201502,DW-1517010002,40g*10,一般商品,袋,1,10.9,13.3,是
12633,2606,12,蔬果,1201,蔬菜,120102,根茎,20150201,201502,DW-1201020365,散称,生鲜,千克,0.657,3.8,3.96,否
12634,2847,22,休闲,2211,进口食品,221101,进口休闲食品,20150201,201502,DW-2211012149,100g,一般商品,袋,1,12.9,13.9,否
12635,2925,30,洗化,3006,洗衣用品,300602,洗衣液,20150201,201502,DW-3006020290,1.5kg+1.5kg,一般商品,组,1,39.9,45.9,是
12636,106,22,休闲,2206,即食熟制品,220607,豆干类,20150201,201502,DW-2206070241,散称,一般商品,kg,0.158,3.1,39.8,是
12637,2606,12,蔬果,1201,蔬菜,120101,叶菜,20150201,201502,DW-1201010395,散称,生鲜,Kg,0.45,3.21,6,否
12638,3590,31,家居,3117,厨房清洁,311706,锅刷,20150201,201502,DW-3117060037,MHPBC,一般商品,个,1,6,6,否
12639,1728,20,粮油,2005,煮食面/粉,200501,挂面,20150201,201502,DW-2005010078,1000g,一般商品,袋,1,8.2,8.2,否
12640,1956,12,蔬果,1201,蔬菜,120104,花果,20150201,201502,DW-1201040036,散称,生鲜,千克,0.68,2.57,1.8,否
12641,1971,12,蔬果,1203,水果,120307,蕉类,20150201,201502,DW-1203070022,散称,生鲜,KG,1.142,5.23,5.96,否
12642,4215,22,休闲,2206,即食熟制品,220607,豆干类,20150201,201502,DW-2206070248,150g,一般商品,袋,1,3.9,3.9,否
12643,4000,12,蔬果,1201,蔬菜,120104,花果,20150201,201502,DW-1201040010,散称,生鲜,千克,0.408,3.24,2.58,否
12644,416,30,洗化,3016,纸制品,301603,无芯纸,20150201,201502,DW-3016030007,10卷,一般商品,提,2,23.8,14.5,是
12645,2606,12,蔬果,1201,蔬菜,120102,根茎,20150201,201502,DW-1201020008,散称,生鲜,千克,0.368,2.56,5.8,否
12646,2606,34,针织,3406,童袜,340601,儿童袜,20150201,201502,DW-3406010455,24-26CM,一般商品,双,1,11,11,否
12647,2703,12,蔬果,1203,水果,120307,蕉类,20150201,201502,DW-1203070022,散称,生鲜,KG,2.856,13.01,5.96,否
12648,2847,30,洗化,3007,洗浴用品,300704,沐浴露,20150201,201502,DW-3007040743,200ml,一般商品,支,1,12.9,12.9,否
12649,541,12,蔬果,1201,蔬菜,120106,菌菇类,20150201,201502,DW-1201060010,散称,生鲜,千克,0.184,1.9,9,否
12650,738,20,粮油,2007,南北干货,200709,粉丝/条,20150201,201502,DW-2007090053,275g,一般商品,份,2,8.4,4.3,否
12651,2050,23,酒饮,2303,果汁饮料,230305,混合果汁饮料,20150201,201502,DW-2303050027,1.8L*2,一般商品,组,1,18,18,否
12652,2449,12,蔬果,1203,水果,120303,梨类,20150201,201502,DW-1203030177,散称,生鲜,KG,1.446,1.44,3.18,否
12653,4215,12,蔬果,1203,水果,120309,进口水果,20150201,201502,DW-1203090210,散称,生鲜,KG,1.042,12.2,17.6,否
12654,4606,12,蔬果,1201,蔬菜,120101,叶菜,20150201,201502,DW-1201010018,散称,生鲜,千克,0.222,1.8,12,否
12655,4620,22,休闲,2203,膨化点心,220399,其他膨化点心,20150201,201502,DW-2203990005,50g,一般商品,袋,1,2.7,2.7,否
12656,4707,21,冲调,2104,冲饮品,210402,奶茶饮品,20150201,201502,DW-2104020117,72g*4,一般商品,组,1,9.9,9.9,否
12657,4215,30,洗化,3007,洗浴用品,300704,沐浴露,20150201,201502,DW-3007040525,400ml,一般商品,瓶,1,19.9,19.9,否
12658,4327,15,日配,1519,外送面包糕点,151902,外送甜面包,20150201,201502,DW-1519020001,300g,一般商品,袋,1,5,5.3,否
12659,4606,20,粮油,2013,调味酱,201304,色拉酱,20150201,201502,DW-2013040002,200g,一般商品,瓶,1,9.9,9.9,否
12660,1406,30,洗化,3008,洗护发用品,300802,润发护发,20150201,201502,DW-3008020388,300g,一般商品,瓶,1,36.9,36.9,否
12661,1406,30,洗化,3011,保养用品,301101,护肤用品,20150201,201502,DW-3011010757,200ml,一般商品,瓶,1,39.9,40,否
12662,2890,12,蔬果,1201,蔬菜,120102,根茎,20150201,201502,DW-1201020361,散称,生鲜,kg,0.49,7.1,56,否
12663,4759,12,蔬果,1201,蔬菜,120102,根茎,20150201,201502,DW-1201020010,散称,生鲜,千克,0.428,1,3.8,否
12664,4759,20,粮油,2006,五谷杂粮,200607,杂粮,20150201,201502,DW-2006070070,散称,一般商品,公斤,0.958,20.9,11.8,否
12665,4759,34,针织,3402,女内衣裤,340201,盒装女内裤,20150201,201502,DW-3402010315,M-XXL,一般商品,盒,1,29.9,30,否
12666,4998,12,蔬果,1201,蔬菜,120101,叶菜,20150201,201502,DW-1201010006,散称,生鲜,千克,0.128,1,12,否
12667,1966,12,蔬果,1201,蔬菜,120101,叶菜,20150201,201502,DW-1201010006,散称,生鲜,千克,0.092,1.01,12,否
12668,1966,22,休闲,2202,糕点,220205,中式糕点,20150201,201502,DW-2202050145,散称,一般商品,KG,-1,-15.8,15.8,否
12669,1966,22,休闲,2202,糕点,220205,中式糕点,20150201,201502,DW-2202050145,散称,一般商品,KG,1,15.8,15.8,否
12670,1971,12,蔬果,1203,水果,120302,苹果类,20150201,201502,DW-1203020164,散称,生鲜,KG,0.724,7.24,17.8,否
12671,2012,12,蔬果,1201,蔬菜,120104,花果,20150201,201502,DW-1201040010,散称,生鲜,千克,0.24,1.91,2.58,否
12672,2012,20,粮油,2014,酱菜类,201401,榨菜,20150201,201502,DW-2014010018,60g,一般商品,袋,2,1,0.5,否
12673,2228,21,冲调,2101,奶粉,210103,幼儿奶粉,20150201,201502,DW-2101030038,400g,一般商品,盒,1,49,49,否
12674,2229,12,蔬果,1203,水果,120307,蕉类,20150201,201502,DW-1203070022,散称,生鲜,KG,0.845,3.82,5.96,否
12675,2606,20,粮油,2007,南北干货,200709,粉丝/条,20150201,201502,DW-2007090041,320g,一般商品,袋,1,5.4,5.7,否
12676,4417,12,蔬果,1201,蔬菜,120104,花果,20150201,201502,DW-1201040004,散称,生鲜,千克,0.354,3.67,5.8,否
12677,4580,22,休闲,2201,饼干,220101,苏打,20150201,201502,DW-2201010003,100g,一般商品,袋,1,3.5,3.5,否
12678,4620,22,休闲,2207,糖果,220707,棉花糖,20150201,201502,DW-2207070026,100g,一般商品,袋,1,3.7,3.7,否
12679,4658,10,肉禽,1001,猪肉,100101,鲜猪肉,20150201,201502,DW-1001010196,散称,生鲜,千克,0.474,11.28,27.8,否
12680,5084,12,蔬果,1201,蔬菜,120106,菌菇类,20150201,201502,DW-1201060003,散称,生鲜,千克,0.29,2.4,6.56,否
12681,5084,20,粮油,2005,煮食面/粉,200599,其他煮食面/粉,20150201,201502,DW-2005990030,800g,一般商品,把,1,4.9,4.9,否
12682,3590,20,粮油,2006,五谷杂粮,200602,袋装白米,20150201,201502,DW-2006020105,10kg,一般商品,袋,1,41.9,49.9,是
12683,5036,30,洗化,3013,口腔卫生用品,301303,成人牙刷,20150201,201502,DW-3013030397,1019,一般商品,支,1,9.9,19.7,是
12684,786,12,蔬果,1203,水果,120303,梨类,20150202,201502,DW-1203030177,散称,生鲜,KG,1.088,4.5,3.18,否
12685,1119,20,粮油,2003,桶杯装速食面,200301,牛肉口味,20150202,201502,DW-2003010020,120g,一般商品,桶,1,3.9,3.9,否
12686,1515,10,肉禽,1001,猪肉,100101,鲜猪肉,20150202,201502,DW-1001010194,散称,生鲜,千克,0.226,6.1,29.8,否
12687,1828,20,粮油,2013,调味酱,201302,辣酱,20150202,201502,DW-2013020197,160g,一般商品,瓶,1,5.9,6.9,否
12688,2360,15,日配,1518,常温乳品,151801,利乐砖纯奶,20150202,201502,DW-1518010002,250ml,一般商品,盒,24,58.8,3,是
12689,2564,12,蔬果,1201,蔬菜,120104,花果,20150202,201502,DW-1201040010,散称,生鲜,千克,0.64,4.97,2.58,否
12690,2997,22,休闲,2204,蜜饯,220405,山楂,20150202,201502,DW-2204050027,138g,一般商品,袋,1,7.5,7.5,否
12691,3738,12,蔬果,1201,蔬菜,120105,鲜调味,20150202,201502,DW-1201050011,散称,生鲜,千克,0.58,1.1,6.56,否
12692,3798,12,蔬果,1203,水果,120313,其它水果,20150202,201502,DW-1203130444,散称,生鲜,KG,0.466,8.47,10,否
12693,3832,23,酒饮,2311,国产白酒,231102,普通低度白酒,20150202,201502,DW-2311020282,42%500ml,一般商品,瓶,1,15,15,否
12694,3959,12,蔬果,1201,蔬菜,120101,叶菜,20150202,201502,DW-1201010029,散称,生鲜,千克,1.248,5.9,2.56,否
12695,4308,12,蔬果,1201,蔬菜,120107,有机蔬菜,20150202,201502,DW-1201070001,散称,生鲜,KG,0.576,3.3,5,否
12696,4375,23,酒饮,2317,进口饮料,231701,进口碳酸,20150202,201502,DW-2317010029,250ml,一般商品,瓶,1,4.9,6.5,否
12697,4568,12,蔬果,1203,水果,120313,其它水果,20150202,201502,DW-1203130446,散称,生鲜,KG,0.632,10.6,30,否
12698,4568,15,日配,1517,常温肉制品,151704,蔬菜火腿肠,20150202,201502,DW-1517040021,40g*10,一般商品,袋,1,13.5,13.9,否
12699,4723,21,冲调,2103,咖啡,210301,咖啡,20150202,201502,DW-2103010108,15g*7,一般商品,盒,1,8.5,9.9,否
12700,4840,30,洗化,3016,纸制品,301608,软抽纸巾,20150202,201502,DW-3016080270,400张*6,一般商品,提,1,9.9,13.9,是
12701,5039,15,日配,1517,常温肉制品,151701,猪肉火腿肠,20150202,201502,DW-1517010129,130g,一般商品,支,1,1.5,1.9,否
12702,5089,12,蔬果,1203,水果,120307,蕉类,20150202,201502,DW-1203070022,散称,生鲜,KG,1.037,4.75,5.96,否
12703,1664,22,休闲,2205,炒货,220503,去壳花生,20150202,201502,DW-2205030047,80g,一般商品,袋,1,2.9,2.9,否
12704,1939,22,休闲,2205,炒货,220508,松子,20150202,201502,DW-2205080015,散称,一般商品,kg,0.222,24.4,110,否
12705,2152,12,蔬果,1203,水果,120302,苹果类,20150202,201502,DW-1203020164,散称,生鲜,KG,0.65,5.54,17.8,否
12706,2225,20,粮油,2009,盐/糖,200902,功能盐,20150202,201502,DW-2009020012,400g,一般商品,袋,5,11.5,2.3,否
