中类编码,销售日期,销量
1510,20150329,1
1510,20150330,2
1510,20150401,1
1510,20150402,2
1510,20150404,1
1510,20150405,1
1510,20150407,4
1510,20150410,1
1510,20150413,1
1510,20150414,1
1510,20150418,1
1510,20150419,1
1510,20150420,2
1510,20150422,1
1510,20150425,2
1510,20150426,2
1510,20150428,2
1510,20150429,3
1510,20150430,3
1511,20150103,1
1511,20150117,1
1511,20150118,1
1511,20150125,1
1511,20150126,2
1511,20150303,1
1511,20150305,1
1511,20150315,1
1511,20150328,1
1511,20150407,1
1511,20150412,1
1512,20150102,1
1512,20150104,2
1512,20150105,1
1512,20150106,2
1512,20150107,1
1512,20150109,1
1512,20150111,2
1512,20150112,3
1512,20150113,1
1512,20150116,3
1512,20150118,1
1512,20150119,1
1512,20150122,1
1512,20150124,1
1512,20150125,2
1512,20150127,3
1512,20150128,2
1512,20150129,1
1512,20150131,3
1512,20150201,2
1512,20150205,1
1512,20150206,1
1512,20150208,2
1512,20150209,1
1512,20150213,1
1512,20150216,2
1512,20150217,3
1512,20150218,11
1512,20150222,1
1512,20150225,3
1512,20150226,2
1512,20150227,1
1512,20150228,1
1512,20150301,2
1512,20150302,1
1512,20150304,7
1512,20150305,2
1512,20150306,2
1512,20150318,1
1512,20150321,1
1512,20150322,1
1512,20150401,1
1512,20150403,2
1512,20150413,1
1512,20150414,1
1512,20150419,1
1512,20150421,1
1512,20150426,2
1512,20150429,1
1512,20150430,1
1513,20150103,2
1513,20150104,1
1513,20150114,1
1513,20150117,1
1513,20150118,2
1513,20150119,2
1513,20150121,2
1513,20150125,1
1513,20150128,3
1513,20150203,2
1513,20150206,1
1513,20150209,1
1513,20150211,1
1513,20150216,1
1513,20150218,1
1513,20150226,2
1513,20150302,1
1513,20150303,1
1513,20150309,3
1513,20150310,1
1513,20150312,1
1513,20150316,1
1513,20150321,2
1513,20150325,1
1513,20150328,1
1513,20150330,1
1513,20150401,2
1513,20150406,2
1513,20150410,1
1513,20150413,1
1513,20150415,6
1513,20150417,3
1513,20150421,2
1513,20150428,1
1513,20150429,1
1514,20150302,1
1514,20150327,1
1515,20150101,2
1515,20150102,3
1515,20150104,1
1515,20150105,1
1515,20150106,2
1515,20150107,3
1515,20150108,1
1515,20150113,2
1515,20150116,2
1515,20150118,2
1515,20150119,2
1515,20150120,1
1515,20150121,1
1515,20150122,1
1515,20150124,1
1515,20150125,2
1515,20150127,1
1515,20150128,2
1515,20150129,2
1515,20150202,1
1515,20150203,1
1515,20150207,3
1515,20150208,2
1515,20150209,1
1515,20150210,2
1515,20150211,2
1515,20150216,1
1515,20150218,1
1515,20150220,1
1515,20150222,1
1515,20150227,1
1515,20150228,1
1515,20150302,1
1515,20150303,1
1515,20150304,1
1515,20150306,1
1515,20150307,1
1515,20150310,1
1515,20150312,2
1515,20150314,1
1515,20150317,2
1515,20150320,2
1515,20150325,1
1515,20150328,1
1515,20150330,1
1515,20150404,3
1515,20150406,3
1515,20150407,1
1515,20150410,2
1515,20150411,1
1515,20150412,1
1515,20150414,1
1515,20150415,5
1515,20150420,3
1515,20150423,2
1516,20150423,3
1516,20150425,2
1516,20150426,1
1516,20150427,5
1516,20150428,1
1516,20150429,4
1516,20150430,1
1517,20150102,4
1517,20150103,3
1517,20150104,7
1517,20150105,3
1517,20150106,2
1517,20150107,5
1517,20150108,3
1517,20150109,1
1517,20150110,3
1517,20150111,4
1517,20150112,4
1517,20150113,3
1517,20150114,4
1517,20150115,3
1517,20150116,4
1517,20150117,4
1517,20150118,2
1517,20150119,3
1517,20150120,2
1517,20150121,5
1517,20150122,3
1517,20150123,5
1517,20150124,3
1517,20150125,1
1517,20150126,6
1517,20150127,2
1517,20150128,7
1517,20150129,5
1517,20150130,7
1517,20150131,6
1517,20150201,4
1517,20150202,11
1517,20150203,3
1517,20150205,1
1517,20150207,2
1517,20150208,2
1517,20150209,3
1517,20150210,3
1517,20150211,2
1517,20150212,3
1517,20150213,2
1517,20150215,2
1517,20150216,8
1517,20150217,4
1517,20150218,7
1517,20150220,2
1517,20150221,3
1517,20150222,1
1517,20150223,2
1517,20150224,2
1517,20150225,4
1517,20150226,2
1517,20150227,1
1517,20150228,1
1517,20150301,4
1517,20150302,3
1517,20150303,2
1517,20150304,6
1517,20150305,1
1517,20150306,3
1517,20150307,4
1517,20150308,4
1517,20150309,3
1517,20150310,2
1517,20150311,7
1517,20150312,2
1517,20150313,1
1517,20150314,5
1517,20150315,2
1517,20150316,1
1517,20150317,1
1517,20150318,3
1517,20150319,3
1517,20150320,2
1517,20150321,1
1517,20150322,1
1517,20150324,4
1517,20150325,3
1517,20150326,5
1517,20150328,5
1517,20150329,5
1517,20150330,4
1517,20150401,5
1517,20150402,2
1517,20150403,7
1517,20150404,3
1517,20150405,2
1517,20150406,2
1517,20150407,6
1517,20150408,5
1517,20150410,1
1517,20150411,2
1517,20150412,2
1517,20150413,3
1517,20150414,5
1517,20150415,5
1517,20150417,5
1517,20150418,2
1517,20150419,1
1517,20150420,7
1517,20150421,4
1517,20150423,3
1517,20150424,1
1517,20150425,1
1517,20150426,6
1517,20150427,1
1517,20150429,2
1517,20150430,4
1518,20150101,6
1518,20150102,8
1518,20150103,3
1518,20150104,4
1518,20150105,7
1518,20150106,8
1518,20150107,13
1518,20150108,6
1518,20150109,10
1518,20150110,8
1518,20150111,11
1518,20150112,10
1518,20150113,9
1518,20150114,19
1518,20150115,6
1518,20150116,3
1518,20150117,5
1518,20150118,5
1518,20150119,16
1518,20150120,10
1518,20150121,13
1518,20150122,8
1518,20150123,6
1518,20150124,13
1518,20150125,11
1518,20150126,6
1518,20150127,10
1518,20150128,14
1518,20150129,9
1518,20150130,8
1518,20150131,12
1518,20150201,4
1518,20150202,6
1518,20150203,10
1518,20150205,6
1518,20150206,15
1518,20150207,2
1518,20150208,7
1518,20150209,10
1518,20150210,10
1518,20150211,20
1518,20150212,9
1518,20150213,9
1518,20150215,11
1518,20150216,23
1518,20150217,12
1518,20150218,18
1518,20150219,5
1518,20150220,4
1518,20150221,8
1518,20150222,17
1518,20150223,3
1518,20150224,6
1518,20150225,8
1518,20150226,2
1518,20150227,3
1518,20150228,7
1518,20150301,10
1518,20150302,5
1518,20150303,5
1518,20150304,11
1518,20150305,6
1518,20150306,8
1518,20150307,7
1518,20150308,9
1518,20150309,8
1518,20150310,3
1518,20150311,8
1518,20150312,7
1518,20150313,3
1518,20150314,9
1518,20150315,2
1518,20150316,8
1518,20150317,7
1518,20150318,12
1518,20150319,6
1518,20150320,9
1518,20150321,9
1518,20150322,8
1518,20150323,10
1518,20150324,11
1518,20150325,15
1518,20150326,6
1518,20150327,2
1518,20150328,7
1518,20150329,13
1518,20150330,8
1518,20150401,10
1518,20150402,4
1518,20150403,8
1518,20150404,9
1518,20150405,6
1518,20150406,8
1518,20150407,15
1518,20150408,6
1518,20150410,2
1518,20150411,12
1518,20150412,7
1518,20150413,9
1518,20150414,16
1518,20150415,17
1518,20150417,11
1518,20150418,14
1518,20150419,9
1518,20150420,18
1518,20150421,7
1518,20150422,23
1518,20150423,5
1518,20150424,14
1518,20150425,17
1518,20150426,15
1518,20150427,7
1518,20150428,8
1518,20150429,17
1518,20150430,13
1519,20150103,1
1519,20150106,1
1519,20150110,1
1519,20150111,1
1519,20150112,1
1519,20150113,1
1519,20150114,3
1519,20150115,1
1519,20150117,2
1519,20150119,3
1519,20150120,1
1519,20150122,7
1519,20150124,2
1519,20150125,1
1519,20150126,2
1519,20150128,2
1519,20150130,1
1519,20150201,2
1519,20150202,2
1519,20150205,4
1519,20150206,2
1519,20150207,3
1519,20150208,1
1519,20150209,5
1519,20150210,1
1519,20150211,8
1519,20150212,4
1519,20150213,3
1519,20150215,8
1519,20150216,13
1519,20150217,20
1519,20150218,27
1519,20150220,1
1519,20150221,1
1519,20150304,3
1519,20150305,1
1519,20150306,1
1519,20150309,1
1519,20150313,4
1519,20150314,1
1519,20150318,2
1519,20150319,1
1519,20150320,2
1519,20150321,1
1519,20150323,1
1519,20150324,2
1519,20150325,4
1519,20150326,2
1519,20150327,1
1519,20150329,3
1519,20150330,1
1519,20150402,1
1519,20150404,1
1519,20150406,3
1519,20150412,3
1519,20150413,1
1519,20150414,3
1519,20150415,3
1519,20150419,5
1519,20150420,1
1519,20150422,1
1519,20150423,2
1519,20150424,2
1519,20150425,2
1519,20150426,2
1519,20150427,1
1519,20150428,1
1519,20150429,2
1521,20150101,10
1521,20150102,6
1521,20150103,8
1521,20150104,2
1521,20150105,4
1521,20150106,10
1521,20150107,22
1521,20150108,11
1521,20150109,6
1521,20150110,12
1521,20150111,13
1521,20150112,16
1521,20150113,12
1521,20150114,9
1521,20150115,8
1521,20150116,6
1521,20150117,11
1521,20150118,6
1521,20150119,12
1521,20150120,9
1521,20150121,15
1521,20150122,11
1521,20150123,7
1521,20150124,8
1521,20150125,9
1521,20150126,11
1521,20150127,7
1521,20150128,14
1521,20150129,7
1521,20150130,12
1521,20150131,6
1521,20150201,13
1521,20150202,14
1521,20150203,10
1521,20150205,5
1521,20150206,9
1521,20150207,10
1521,20150208,10
1521,20150209,12
1521,20150210,17
1521,20150211,14
1521,20150212,9
1521,20150213,9
1521,20150215,18
1521,20150216,18
1521,20150217,20
1521,20150218,11
1521,20150220,1
1521,20150221,4
1521,20150222,4
1521,20150223,4
1521,20150224,8
1521,20150225,7
1521,20150226,9
1521,20150227,12
1521,20150228,11
1521,20150301,6
1521,20150302,4
1521,20150303,12
1521,20150304,13
1521,20150305,6
1521,20150306,9
1521,20150307,4
1521,20150308,7
1521,20150309,17
1521,20150310,7
1521,20150311,8
1521,20150312,6
1521,20150313,4
1521,20150314,8
1521,20150315,8
1521,20150316,6
1521,20150317,3
1521,20150318,13
1521,20150319,7
1521,20150320,2
1521,20150321,5
1521,20150322,5
1521,20150323,16
1521,20150324,9
1521,20150325,16
1521,20150326,5
1521,20150327,4
1521,20150328,8
1521,20150329,6
1521,20150330,11
1521,20150401,14
1521,20150402,9
1521,20150403,5
1521,20150404,8
1521,20150405,2
1521,20150406,3
1521,20150407,9
1521,20150408,13
1521,20150410,7
1521,20150411,4
1521,20150412,14
1521,20150413,9
1521,20150414,11
1521,20150415,12
1521,20150417,6
1521,20150418,10
1521,20150419,11
1521,20150420,12
1521,20150421,8
1521,20150422,11
1521,20150423,5
1521,20150424,9
1521,20150425,6
1521,20150426,12
1521,20150427,8
1521,20150428,6
1521,20150429,9
1521,20150430,3
2001,20150101,6
2001,20150102,5
2001,20150104,2
2001,20150106,8
2001,20150108,3
2001,20150109,1
2001,20150110,13
2001,20150111,1
2001,20150112,1
2001,20150113,5
2001,20150115,2
2001,20150117,3
2001,20150118,10
2001,20150120,3
2001,20150121,5
2001,20150122,2
2001,20150123,3
2001,20150124,3
2001,20150125,1
2001,20150127,5
2001,20150128,4
2001,20150129,2
2001,20150130,3
2001,20150131,5
2001,20150201,1
2001,20150202,3
2001,20150205,2
2001,20150206,2
2001,20150207,6
2001,20150208,1
2001,20150209,5
2001,20150211,2
2001,20150213,2
2001,20150215,1
2001,20150216,3
2001,20150221,8
2001,20150223,1
2001,20150224,5
2001,20150225,6
2001,20150227,15
2001,20150228,3
2001,20150303,2
2001,20150304,3
2001,20150305,1
2001,20150306,6
2001,20150308,2
2001,20150309,3
2001,20150311,14
2001,20150312,1
2001,20150313,5
2001,20150314,4
2001,20150315,9
2001,20150317,2
2001,20150318,4
2001,20150319,2
2001,20150321,3
2001,20150322,3
2001,20150323,1
2001,20150324,1
2001,20150325,1
2001,20150326,1
2001,20150327,1
2001,20150328,5
2001,20150330,6
2001,20150401,1
2001,20150403,3
2001,20150404,6
2001,20150406,4
2001,20150407,2
2001,20150408,1
2001,20150412,2
2001,20150413,3
2001,20150414,3
2001,20150415,1
2001,20150417,5
2001,20150421,2
2001,20150422,1
2001,20150425,1
2001,20150426,2
2001,20150427,3
2001,20150429,3
2001,20150430,5
2002,20150101,3
2002,20150102,5
2002,20150103,1
2002,20150104,1
2002,20150105,2
2002,20150106,3
2002,20150107,6
2002,20150108,1
2002,20150109,5
2002,20150110,1
2002,20150111,5
2002,20150112,4
2002,20150113,4
2002,20150114,5
2002,20150115,2
2002,20150116,2
2002,20150117,1
2002,20150119,2
2002,20150121,3
2002,20150122,4
2002,20150123,3
2002,20150124,3
2002,20150125,4
2002,20150126,2
2002,20150127,1
2002,20150128,4
2002,20150129,2
2002,20150130,1
2002,20150131,2
2002,20150201,5
2002,20150202,2
2002,20150203,3
2002,20150205,2
2002,20150206,1
2002,20150208,1
2002,20150209,2
2002,20150210,1
2002,20150212,2
2002,20150213,1
2002,20150215,1
2002,20150216,4
2002,20150217,2
2002,20150218,4
2002,20150222,1
2002,20150223,2
2002,20150224,1
2002,20150226,1
2002,20150227,1
2002,20150228,1
2002,20150301,1
2002,20150302,1
2002,20150303,2
2002,20150304,3
2002,20150305,1
2002,20150306,4
2002,20150308,1
2002,20150309,2
2002,20150310,2
2002,20150312,2
2002,20150313,3
2002,20150314,1
2002,20150315,3
2002,20150316,2
2002,20150317,2
2002,20150318,5
2002,20150319,6
2002,20150320,1
2002,20150321,1
2002,20150322,2
2002,20150324,2
2002,20150325,4
2002,20150326,4
2002,20150327,1
2002,20150328,2
2002,20150330,2
2002,20150401,1
2002,20150403,2
2002,20150404,1
2002,20150405,3
2002,20150406,4
2002,20150407,3
2002,20150408,2
2002,20150410,2
2002,20150411,2
2002,20150412,2
2002,20150413,3
2002,20150414,2
2002,20150415,1
2002,20150417,4
2002,20150418,3
2002,20150419,2
2002,20150421,2
2002,20150422,2
2002,20150426,2
2002,20150428,2
2002,20150430,2
2003,20150102,5
2003,20150104,2
2003,20150106,2
2003,20150108,1
2003,20150110,5
2003,20150111,2
2003,20150112,1
2003,20150115,1
2003,20150117,3
2003,20150118,2
2003,20150119,3
2003,20150120,3
2003,20150121,3
2003,20150123,1
2003,20150124,2
2003,20150125,3
2003,20150126,2
2003,20150127,5
2003,20150129,1
2003,20150130,2
2003,20150131,4
2003,20150202,2
2003,20150207,6
2003,20150208,1
2003,20150209,2
2003,20150210,1
2003,20150212,2
2003,20150215,5
2003,20150216,4
2003,20150217,3
2003,20150218,1
2003,20150221,1
2003,20150223,1
2003,20150224,1
2003,20150225,2
2003,20150301,4
2003,20150302,1
2003,20150304,4
2003,20150308,2
2003,20150311,2
2003,20150314,1
2003,20150316,2
2003,20150321,2
2003,20150322,1
2003,20150324,2
2003,20150326,3
2003,20150329,7
2003,20150405,1
2003,20150407,3
2003,20150410,1
2003,20150415,5
2003,20150418,2
2003,20150419,1
2003,20150421,1
2003,20150422,2
2003,20150426,1
2003,20150429,4
2003,20150430,3
2004,20150316,1
2004,20150405,1
2004,20150426,1
2005,20150101,1
2005,20150102,3
2005,20150103,4
2005,20150104,4
2005,20150105,4
2005,20150106,6
2005,20150107,4
2005,20150108,4
2005,20150109,4
2005,20150111,1
2005,20150112,4
2005,20150113,3
2005,20150114,5
2005,20150115,2
2005,20150116,1
2005,20150117,3
2005,20150118,8
2005,20150119,5
2005,20150120,1
2005,20150121,5
2005,20150122,6
2005,20150123,4
2005,20150124,4
2005,20150125,6
2005,20150126,5
2005,20150127,2
2005,20150128,12
2005,20150130,3
2005,20150131,6
2005,20150201,8
2005,20150202,4
2005,20150203,6
2005,20150205,1
2005,20150206,3
2005,20150207,2
2005,20150208,1
2005,20150209,8
2005,20150210,3
2005,20150211,4
2005,20150213,4
2005,20150215,2
2005,20150216,5
2005,20150217,3
2005,20150218,3
2005,20150220,1
2005,20150221,5
2005,20150222,1
2005,20150223,4
2005,20150224,8
2005,20150225,7
2005,20150226,3
2005,20150227,4
2005,20150228,3
2005,20150302,3
2005,20150303,3
2005,20150304,5
2005,20150305,5
2005,20150306,6
2005,20150307,4
2005,20150309,3
2005,20150310,6
2005,20150311,2
2005,20150312,1
2005,20150314,4
2005,20150315,6
2005,20150316,3
2005,20150317,9
2005,20150318,3
2005,20150319,4
2005,20150320,1
2005,20150321,3
2005,20150322,4
2005,20150323,5
2005,20150324,1
2005,20150325,6
2005,20150326,1
2005,20150327,1
2005,20150328,2
2005,20150329,2
2005,20150330,6
2005,20150401,9
2005,20150402,4
2005,20150403,7
2005,20150404,1
2005,20150405,4
2005,20150406,3
2005,20150407,4
2005,20150408,1
2005,20150411,6
2005,20150412,1
2005,20150413,2
2005,20150414,6
2005,20150415,5
2005,20150417,3
2005,20150419,3
2005,20150420,4
2005,20150421,4
2005,20150422,6
2005,20150423,1
2005,20150424,2
2005,20150425,4
2005,20150426,9
2005,20150427,4
2005,20150428,2
2005,20150429,4
2005,20150430,2
2006,20150101,6
2006,20150102,3
2006,20150103,5
2006,20150104,10
2006,20150105,11
2006,20150106,6
2006,20150107,12
2006,20150108,9
2006,20150109,5
2006,20150110,6
2006,20150111,1
2006,20150112,10
2006,20150113,8
2006,20150114,14
2006,20150115,8
2006,20150116,8
2006,20150117,7
2006,20150118,7
2006,20150119,12
2006,20150120,10
2006,20150121,17
2006,20150122,9
2006,20150123,12
2006,20150124,5
2006,20150125,2
2006,20150126,10
2006,20150127,11
2006,20150128,6
2006,20150129,10
2006,20150130,3
2006,20150131,15
2006,20150201,12
2006,20150202,9
2006,20150203,3
2006,20150205,4
2006,20150206,4
2006,20150207,4
2006,20150208,6
2006,20150209,6
2006,20150210,12
2006,20150211,6
2006,20150212,4
2006,20150213,7
2006,20150215,3
2006,20150216,14
2006,20150217,8
2006,20150218,8
2006,20150220,2
2006,20150221,3
2006,20150223,2
2006,20150224,3
2006,20150225,2
2006,20150226,5
2006,20150227,2
2006,20150228,4
2006,20150301,2
2006,20150302,2
2006,20150303,5
2006,20150304,5
2006,20150305,5
2006,20150306,5
2006,20150307,2
2006,20150308,1
2006,20150309,5
2006,20150310,3
2006,20150311,7
2006,20150312,7
2006,20150313,5
2006,20150314,1
2006,20150315,4
2006,20150316,5
2006,20150317,6
2006,20150318,5
2006,20150319,7
2006,20150320,3
2006,20150321,2
2006,20150322,1
2006,20150323,2
2006,20150324,3
2006,20150325,9
2006,20150327,3
2006,20150328,4
2006,20150330,10
2006,20150401,6
2006,20150402,3
2006,20150403,4
2006,20150404,1
2006,20150405,6
2006,20150406,1
2006,20150407,2
2006,20150408,3
2006,20150410,5
2006,20150411,3
2006,20150412,4
2006,20150413,5
2006,20150414,4
2006,20150415,4
2006,20150417,2
2006,20150418,3
2006,20150419,2
2006,20150420,7
2006,20150421,2
2006,20150422,3
2006,20150423,2
2006,20150424,9
2006,20150425,4
2006,20150426,2
2006,20150427,6
2006,20150428,9
2006,20150429,11
2006,20150430,2
2007,20150101,8
2007,20150102,8
2007,20150103,1
2007,20150104,3
2007,20150105,10
2007,20150106,1
2007,20150107,8
2007,20150108,6
2007,20150109,4
2007,20150110,2
2007,20150111,3
2007,20150113,7
2007,20150114,3
2007,20150115,4
2007,20150116,5
2007,20150117,8
2007,20150118,7
2007,20150119,10
2007,20150120,6
2007,20150121,5
2007,20150122,3
2007,20150123,3
2007,20150124,1
2007,20150125,2
2007,20150126,12
2007,20150127,6
2007,20150128,7
2007,20150129,3
2007,20150130,5
2007,20150131,5
2007,20150201,10
2007,20150202,4
2007,20150203,3
2007,20150205,1
2007,20150206,4
2007,20150207,6
2007,20150208,1
2007,20150209,5
2007,20150210,6
2007,20150211,7
2007,20150212,5
2007,20150213,3
2007,20150215,6
2007,20150216,9
2007,20150217,7
2007,20150218,15
2007,20150219,1
2007,20150221,2
2007,20150222,4
2007,20150224,2
2007,20150225,8
2007,20150226,1
2007,20150227,1
2007,20150228,4
2007,20150301,3
2007,20150302,2
2007,20150303,1
2007,20150304,4
2007,20150305,1
2007,20150306,1
2007,20150309,1
2007,20150310,1
2007,20150311,3
2007,20150312,2
2007,20150313,5
2007,20150314,2
2007,20150315,3
2007,20150316,3
2007,20150317,3
2007,20150318,2
2007,20150319,2
2007,20150320,3
2007,20150321,1
2007,20150322,3
2007,20150323,3
2007,20150324,2
2007,20150325,4
2007,20150326,1
2007,20150327,1
2007,20150328,1
2007,20150330,3
2007,20150401,3
2007,20150402,1
2007,20150404,5
2007,20150405,4
2007,20150406,2
2007,20150407,2
2007,20150408,2
2007,20150410,1
2007,20150411,2
2007,20150412,1
2007,20150413,1
2007,20150414,5
2007,20150415,1
2007,20150417,4
2007,20150418,4
2007,20150420,2
2007,20150421,3
2007,20150422,1
2007,20150423,3
2007,20150425,1
2007,20150428,1
2007,20150430,1
2008,20150101,7
2008,20150102,3
2008,20150103,6
2008,20150104,12
2008,20150105,6
2008,20150106,5
2008,20150107,10
2008,20150108,7
2008,20150109,8
2008,20150110,5
2008,20150111,2
2008,20150112,3
2008,20150113,7
2008,20150114,3
2008,20150115,5
2008,20150116,5
2008,20150117,4
2008,20150118,2
2008,20150119,7
2008,20150120,3
2008,20150121,7
2008,20150122,6
2008,20150124,3
2008,20150125,8
2008,20150126,6
2008,20150127,7
2008,20150128,12
2008,20150129,10
2008,20150130,5
2008,20150131,3
2008,20150201,3
2008,20150202,8
2008,20150203,7
2008,20150205,2
2008,20150206,5
2008,20150207,6
2008,20150208,4
2008,20150209,5
2008,20150210,6
2008,20150211,14
2008,20150212,10
2008,20150213,8
2008,20150215,12
2008,20150216,16
2008,20150217,10
2008,20150218,2
2008,20150219,2
2008,20150220,1
2008,20150221,4
2008,20150222,1
2008,20150224,1
2008,20150225,2
2008,20150226,5
2008,20150227,5
2008,20150301,5
2008,20150303,3
2008,20150304,11
2008,20150306,4
2008,20150307,1
2008,20150308,4
2008,20150309,8
2008,20150310,2
2008,20150311,7
2008,20150312,2
2008,20150313,2
2008,20150314,8
2008,20150315,2
2008,20150316,5
2008,20150317,5
2008,20150318,5
2008,20150319,1
2008,20150320,1
2008,20150321,2
2008,20150322,2
2008,20150323,9
2008,20150324,3
2008,20150325,4
2008,20150326,4
2008,20150327,1
2008,20150328,2
2008,20150329,2
2008,20150330,3
2008,20150401,2
2008,20150403,7
2008,20150404,4
2008,20150405,10
2008,20150406,3
2008,20150407,5
2008,20150408,7
2008,20150410,4
2008,20150412,4
2008,20150413,3
2008,20150414,3
2008,20150415,8
2008,20150417,4
2008,20150418,6
2008,20150419,9
2008,20150420,4
2008,20150421,7
2008,20150422,4
2008,20150423,1
2008,20150424,2
2008,20150425,4
2008,20150426,11
2008,20150427,4
2008,20150428,4
2008,20150429,3
2008,20150430,4
2009,20150101,2
2009,20150102,5
2009,20150103,5
2009,20150104,5
2009,20150105,3
2009,20150106,5
2009,20150107,6
2009,20150108,7
2009,20150109,6
2009,20150110,5
2009,20150111,5
2009,20150112,6
2009,20150113,8
2009,20150114,6
2009,20150115,5
2009,20150116,3
2009,20150117,5
2009,20150118,8
2009,20150119,3
2009,20150120,8
2009,20150121,4
2009,20150122,5
2009,20150124,3
2009,20150125,2
2009,20150126,2
2009,20150127,8
2009,20150128,7
2009,20150129,7
2009,20150130,1
2009,20150131,3
2009,20150201,9
2009,20150202,5
2009,20150203,6
2009,20150205,7
2009,20150206,6
2009,20150207,4
2009,20150208,2
2009,20150209,2
2009,20150210,5
2009,20150211,9
2009,20150212,16
2009,20150213,7
2009,20150215,6
2009,20150216,9
2009,20150217,8
2009,20150218,7
2009,20150219,1
2009,20150220,1
2009,20150222,1
2009,20150224,5
2009,20150225,4
2009,20150226,2
2009,20150227,2
2009,20150228,2
2009,20150301,1
2009,20150302,3
2009,20150303,2
2009,20150304,9
2009,20150305,3
2009,20150306,3
2009,20150307,2
2009,20150308,4
2009,20150309,3
2009,20150310,3
2009,20150311,2
2009,20150312,4
2009,20150313,3
2009,20150314,3
2009,20150315,2
2009,20150316,3
2009,20150317,2
2009,20150318,2
2009,20150319,5
2009,20150321,2
2009,20150322,5
2009,20150323,4
2009,20150324,2
2009,20150325,6
2009,20150326,4
2009,20150327,3
2009,20150328,2
2009,20150329,2
2009,20150330,9
2009,20150401,8
2009,20150402,2
2009,20150403,4
2009,20150404,1
2009,20150405,2
2009,20150406,2
2009,20150407,11
2009,20150408,4
2009,20150410,1
2009,20150411,2
2009,20150412,7
2009,20150413,3
2009,20150414,3
2009,20150415,5
2009,20150417,7
2009,20150418,2
2009,20150420,1
2009,20150421,5
2009,20150422,3
2009,20150423,2
2009,20150424,1
2009,20150425,3
2009,20150426,7
2009,20150427,2
2009,20150428,2
2009,20150429,3
2009,20150430,7
2010,20150102,2
2010,20150103,1
2010,20150105,3
2010,20150106,3
2010,20150107,4
2010,20150109,1
2010,20150110,1
2010,20150111,2
2010,20150112,1
2010,20150113,1
2010,20150114,4
2010,20150115,1
2010,20150117,1
2010,20150119,2
2010,20150120,1
2010,20150121,4
2010,20150122,3
2010,20150123,1
2010,20150124,1
2010,20150125,2
2010,20150126,1
2010,20150127,3
2010,20150128,5
2010,20150129,1
2010,20150130,2
2010,20150131,2
2010,20150201,2
2010,20150202,3
2010,20150203,2
2010,20150205,3
2010,20150206,1
2010,20150207,1
2010,20150208,3
2010,20150209,2
2010,20150210,4
2010,20150211,5
2010,20150212,5
2010,20150213,4
2010,20150215,2
2010,20150216,7
2010,20150217,3
2010,20150218,2
2010,20150221,1
2010,20150222,1
2010,20150224,1
2010,20150225,1
2010,20150227,1
2010,20150228,1
2010,20150301,2
2010,20150302,2
2010,20150305,2
2010,20150306,1
2010,20150307,3
2010,20150308,1
2010,20150310,1
2010,20150311,2
2010,20150314,1
2010,20150317,2
2010,20150318,1
2010,20150323,4
2010,20150325,1
2010,20150326,2
2010,20150327,2
2010,20150328,1
2010,20150401,2
2010,20150402,1
2010,20150404,1
2010,20150405,2
2010,20150408,2
2010,20150410,2
2010,20150413,1
2010,20150414,1
2010,20150417,1
2010,20150418,2
2010,20150420,3
2010,20150421,2
2010,20150422,3
2010,20150423,4
2010,20150424,2
2010,20150425,2
2010,20150426,1
2010,20150428,1
2010,20150429,3
2011,20150101,7
2011,20150102,12
2011,20150103,8
2011,20150104,3
2011,20150105,8
2011,20150106,5
2011,20150107,12
2011,20150108,5
2011,20150109,8
2011,20150110,14
2011,20150111,4
2011,20150112,5
2011,20150113,9
2011,20150114,8
2011,20150115,5
2011,20150116,11
2011,20150117,12
2011,20150118,9
2011,20150119,10
2011,20150120,8
2011,20150121,20
2011,20150122,10
2011,20150123,12
2011,20150124,4
2011,20150125,4
2011,20150126,9
2011,20150127,17
2011,20150128,17
2011,20150129,11
2011,20150130,4
2011,20150131,11
2011,20150201,3
2011,20150202,9
2011,20150203,20
2011,20150205,9
2011,20150206,9
2011,20150207,6
2011,20150208,4
2011,20150209,17
2011,20150210,8
2011,20150211,16
2011,20150212,17
2011,20150213,15
2011,20150215,9
2011,20150216,30
2011,20150217,26
2011,20150218,14
2011,20150219,2
2011,20150220,5
2011,20150221,5
2011,20150222,2
2011,20150223,2
2011,20150224,2
2011,20150225,8
2011,20150226,2
2011,20150227,2
2011,20150228,6
2011,20150301,1
2011,20150302,6
2011,20150303,8
2011,20150304,10
2011,20150305,6
2011,20150306,7
2011,20150307,8
2011,20150308,12
2011,20150309,5
2011,20150310,5
2011,20150311,9
2011,20150312,10
2011,20150313,4
2011,20150314,8
2011,20150315,6
2011,20150316,7
2011,20150317,2
2011,20150318,8
2011,20150319,11
2011,20150320,7
2011,20150321,9
2011,20150322,11
2011,20150323,8
2011,20150324,3
2011,20150325,8
2011,20150326,16
2011,20150327,3
2011,20150328,3
2011,20150329,6
2011,20150330,11
2011,20150401,12
2011,20150402,15
2011,20150403,5
2011,20150404,2
2011,20150405,11
2011,20150406,8
2011,20150407,21
2011,20150408,7
2011,20150410,2
2011,20150411,10
2011,20150412,3
2011,20150413,3
2011,20150414,5
2011,20150415,28
2011,20150417,10
2011,20150418,9
2011,20150419,5
2011,20150420,3
2011,20150421,14
2011,20150422,16
2011,20150423,7
2011,20150424,7
2011,20150425,7
